#{"t_start": 1748480551.560924, "env_id": "MountainCarContinuous-v0"}
r,l,t
-11.615207,999,0.580323
-17.627122,999,1.421521
-22.643625,999,2.194823
-30.561518,999,2.802243
-40.020526,999,3.423422
-40.786733,999,4.092783
-39.357185,999,4.696355
-31.737328,999,5.297318
-23.897773,999,5.890354
-13.282977,999,6.502931
-9.351926,999,7.104861
-11.082867,999,8.081774
-17.756521,999,9.121523
-23.110849,999,10.160743
-28.134996,999,10.767557
-33.238775,999,11.575447
-38.080088,999,12.353097
-41.996001,999,13.09849
-44.98581,999,14.053468
-44.190625,999,14.88964
-41.696973,999,15.552566
-39.328652,999,16.389092
-33.778771,999,17.046089
-30.293397,999,17.646458
-26.233634,999,18.182013
-20.73627,999,18.867092
-18.119938,999,19.438268
-14.146502,999,20.073549
-10.505733,999,20.701019
-9.965252,999,21.306954
-9.160136,999,22.045615
-9.293465,999,23.010993
-11.614177,999,24.249235
-14.722151,999,25.511795
-17.906645,999,27.279757
-22.588819,999,28.885172
-25.303856,999,29.796572
-28.77573,999,30.449057
-31.252988,999,31.059066
-33.080665,999,31.641809
-35.726832,999,32.114325
-37.498307,999,32.65425
-39.799594,999,33.280913
-38.528756,999,33.962423
-40.082127,999,34.614873
-39.982578,999,35.234463
-41.292883,999,35.760302
-39.883738,999,36.272659
-39.653207,999,36.778888
-36.845192,999,37.349455
-37.474207,999,37.793362
-33.625582,999,38.250172
-32.865406,999,38.87288
-29.1899,999,39.392992
-28.559076,999,39.890068
-25.021339,999,40.381364
-21.133593,999,40.834478
-21.375872,999,41.355401
-19.739751,999,42.243821
-17.310317,999,43.004332
-15.021246,999,43.915902
-14.948007,999,44.737168
-14.013602,999,45.677001
-12.188272,999,46.571271
-11.575121,999,47.364408
-11.057568,999,48.297373
-10.651089,999,49.005239
-10.23758,999,50.042183
-9.650527,999,50.885682
-9.436208,999,51.721819
-9.348804,999,52.601314
-9.092004,999,53.41633
-8.724426,999,54.554522
-8.562436,999,55.362797
-8.575866,999,56.146065
-9.430062,999,56.982567
-8.807019,999,58.471347
-9.027368,999,60.591244
-8.905463,999,62.014892
-9.293393,999,63.016831
-8.783934,999,63.843473
-9.200292,999,64.558758
-8.652769,999,65.487421
-9.833316,999,66.630301
-8.831047,999,67.831667
-8.989865,999,68.729385
-8.487866,999,69.555108
-10.159973,999,70.272199
-8.309882,999,71.069058
-9.342972,999,71.697095
-9.147006,999,72.533784
-9.064228,999,73.33638
-8.534038,999,74.016709
-9.06431,999,74.752691
-8.519519,999,75.319106
-8.532127,999,76.126086
-9.196886,999,76.842174
-8.865957,999,77.566221
-8.751339,999,78.212088
-8.832748,999,78.923229
-9.310015,999,79.710659
-8.621404,999,80.352477
-9.277422,999,81.095337
-8.875366,999,81.989212
-8.519446,999,82.693706
-9.548225,999,83.43092
-8.549974,999,84.167088
-8.998935,999,84.948574
-9.542105,999,85.814325
-8.947429,999,86.467728
-8.607431,999,87.381559
-8.399424,999,88.264557
-9.488572,999,88.953882
-10.030207,999,89.540148
-9.600757,999,90.047625
-9.252315,999,90.542423
-8.71429,999,91.081021
-9.385912,999,91.600838
-9.171467,999,92.122772
-8.54096,999,92.667678
-8.352557,999,93.247178
-8.949193,999,93.786442
-8.943422,999,94.418308
-9.25276,999,94.923068
-9.178745,999,95.376183
-9.605894,999,95.859386
-9.224148,999,96.38431
-9.1881,999,96.870667
-9.272567,999,97.4089
-9.343989,999,97.960767
-8.734324,999,98.482611
-9.249558,999,99.063009
-9.414577,999,99.497426
-8.779736,999,100.034321
-8.845755,999,100.591296
-8.525135,999,101.077743
-9.553412,999,102.015274
-9.188881,999,102.95715
-8.619019,999,104.030233
-9.112743,999,104.833092
-9.740787,999,105.607768
-8.649702,999,106.450271
-8.689743,999,107.191894
-8.665592,999,107.956089
-8.67141,999,108.863692
-8.949205,999,109.669115
-8.965812,999,110.390803
-8.493781,999,111.154591
-8.619691,999,111.900484
-8.738905,999,112.646453
-8.831715,999,113.559457
-9.272611,999,114.223288
-9.385004,999,114.884419
-8.718354,999,115.669526
-8.711962,999,116.334474
-9.205518,999,117.155272
-8.968687,999,117.919423
-9.09718,999,118.67262
-9.019662,999,119.301269
-9.285578,999,120.125724
-9.590134,999,120.782673
-8.593751,999,121.690377
-9.410438,999,122.596885
-9.522946,999,123.39887
-8.333373,999,124.305402
-9.147669,999,125.007878
-9.09416,999,125.719903
-8.942628,999,126.463351
-9.79475,999,127.2213
-9.586706,999,127.987127
-9.043748,999,128.65365
-8.923165,999,129.314136
-8.952952,999,130.101509
-8.646378,999,130.93217
-9.159067,999,132.02505
-9.35286,999,133.085412
-8.679405,999,134.104329
-8.535852,999,134.746948
-8.851333,999,135.667363
-8.578946,999,136.466481
-8.434697,999,137.244389
-9.215847,999,137.98923
-8.93047,999,138.841452
-8.736648,999,139.702677
-8.477108,999,140.388685
-8.162111,999,141.08377
-8.429568,999,141.741606
-8.586675,999,142.512779
-8.633011,999,143.149365
-9.360017,999,143.875707
-9.179532,999,144.567593
-8.889739,999,145.352844
-9.181692,999,146.090005
-9.437096,999,146.696143
-9.445517,999,147.423047
-8.745123,999,148.085922
-9.517909,999,148.728267
-8.722436,999,149.443686
-9.021696,999,150.091763
-9.005863,999,150.748408
-8.8848,999,151.451421
-8.650038,999,152.110409
-8.669488,999,152.795085
-8.4695,999,153.477184
-8.50466,999,154.237284
-9.338899,999,154.961421
-8.80305,999,155.829627
-8.69808,999,156.592588
-9.093609,999,157.28381
-8.673193,999,158.037098
-9.41192,999,158.776041
-9.402467,999,159.32577
-9.364825,999,160.256834
-9.217053,999,160.911455
-9.401712,999,161.548987
-9.295248,999,162.060526
-9.245807,999,162.512962
