#{"t_start": 1748479788.7020147, "env_id": "MountainCarContinuous-v0"}
r,l,t
-11.383644,999,0.35673
-9.190021,999,0.793864
-8.964687,999,1.15487
-9.913375,999,1.537323
-11.178207,999,2.046063
-11.194965,999,2.352186
-9.844936,999,2.746093
-10.497143,999,3.089603
-10.423741,999,3.454979
-8.828181,999,3.834305
-9.211573,999,4.214248
-8.690277,999,4.641304
-8.816567,999,5.068501
-9.030986,999,5.460798
-8.784629,999,5.940794
-9.347797,999,6.285595
-9.096332,999,6.729077
-9.623023,999,7.142028
-8.945438,999,7.573452
-9.041847,999,7.939509
-8.64983,999,8.421702
-9.607439,999,8.775185
-9.74804,999,9.13582
-8.401588,999,9.534766
-9.441874,999,9.930194
-10.147361,999,10.445046
-9.399412,999,10.812351
-9.220189,999,11.196052
-9.305052,999,11.593544
-9.862137,999,12.022574
-10.075206,999,12.4665
-9.696001,999,12.947431
-9.837201,999,13.350222
-8.278755,999,13.696046
-9.787913,999,14.059255
-9.188157,999,14.449922
-9.01256,999,14.835983
-9.830056,999,15.246927
-9.635568,999,15.803722
-9.305559,999,16.316854
-8.968505,999,16.866405
-10.030792,999,17.268332
-9.352246,999,17.710558
-9.320663,999,18.075695
-9.88006,999,18.559505
-9.29453,999,18.959402
-9.967493,999,19.354072
-9.230942,999,19.866682
-10.071556,999,20.246435
-9.30844,999,20.744203
-8.510568,999,21.208257
-9.14874,999,21.64512
-8.353903,999,22.070919
-9.112198,999,22.705856
-9.227612,999,23.117092
-9.446345,999,23.584236
-8.840746,999,24.02709
-8.93168,999,24.608728
-8.970983,999,25.096793
-8.799469,999,25.536512
-8.41081,999,26.015194
-9.539039,999,26.434442
-8.687432,999,26.93151
-10.411997,999,27.41397
-9.233048,999,27.928949
-10.446104,999,28.43252
-8.864617,999,28.893705
-8.283296,999,29.290802
-8.438084,999,29.750609
-9.279449,999,30.205715
-8.706283,999,30.684194
-9.834264,999,31.045268
-9.463054,999,31.3926
-9.353647,999,31.811299
-8.889771,999,32.392091
-8.871702,999,32.827783
-9.233118,999,33.232171
-9.820466,999,33.606808
-8.779529,999,34.113338
-8.454338,999,34.422611
-8.426198,999,34.814069
-9.389308,999,35.141969
-9.432035,999,35.48315
-8.984028,999,35.887712
-9.318281,999,36.195391
-9.106748,999,36.55562
-9.281349,999,37.144962
-9.48814,999,37.680163
-8.814785,999,38.191539
-9.364634,999,38.623877
-8.200628,999,39.038569
-9.510938,999,39.373052
-8.575801,999,39.85127
-8.721219,999,40.17449
-8.435933,999,40.631296
