#{"t_start": 1748480391.6655624, "env_id": "MountainCarContinuous-v0"}
r,l,t
-13.619621,999,0.70518
-28.639038,999,1.461365
-15.617705,999,2.323437
-8.635028,999,3.095704
-8.726668,999,3.78019
-9.736283,999,4.36775
-12.729547,999,4.928358
-17.895954,999,5.522756
-24.751003,999,6.073458
-32.431454,999,6.6271
-34.876842,999,7.30507
-36.873834,999,7.859426
-36.834246,999,8.473119
-34.221644,999,8.949568
-33.582046,999,9.550846
-31.841212,999,10.143046
-30.79972,999,10.923156
-25.816716,999,11.541759
-20.389173,999,12.088514
-14.847823,999,12.669274
-10.634769,999,13.157886
-8.623597,999,13.707794
-9.316925,999,14.223293
-12.359478,999,14.796177
-16.209857,999,15.331613
-17.371552,999,15.869886
-22.416874,999,16.478538
-24.179437,999,17.043966
-26.893834,999,17.630473
-27.495238,999,18.076162
-28.932127,999,18.609042
-28.749438,999,19.153326
-25.184161,999,19.661181
-22.251921,999,20.194982
-19.326554,999,20.768866
-14.124618,999,21.316999
-11.135616,999,21.884304
-9.387056,999,22.438749
-9.24998,999,23.027486
-9.382175,999,23.60357
-11.535133,999,24.223312
-14.435929,999,24.861024
-16.117291,999,25.48764
-17.498859,999,26.058894
-19.322089,999,26.579629
-19.379531,999,27.066864
-20.565297,999,27.661716
-20.25406,999,28.199007
-19.005171,999,28.75775
-20.494428,999,29.423306
-18.425098,999,30.062998
-17.185756,999,30.667176
-17.994144,999,31.218651
-17.816537,999,31.750361
-17.170776,999,32.271242
-17.08982,999,32.854678
-15.574735,999,33.368224
-15.353476,999,33.924423
-14.869024,999,34.488451
-14.340234,999,35.024656
-15.750455,999,35.552905
-14.007029,999,36.112336
-14.034772,999,36.728561
-13.454379,999,37.258636
-13.105942,999,37.917645
-12.270725,999,38.505052
-13.194585,999,39.075317
-12.346114,999,39.638013
-13.577239,999,40.146288
-11.089932,999,40.697896
-12.947815,999,41.215513
-11.680342,999,41.810709
-12.016841,999,42.371225
-12.631971,999,42.944583
