#{"t_start": 1748483623.5842962, "env_id": "MountainCarContinuous-v0"}
r,l,t
-4.946618,999,0.234067
-0.981383,999,0.487108
-1.055667,999,0.761697
-1.165345,999,1.014115
-0.954409,999,1.280014
-1.044637,999,1.528047
-1.048565,999,1.781692
-1.25176,999,2.026218
-1.796039,999,2.269637
-2.24301,999,2.533913
-2.80457,999,2.778578
-3.280934,999,3.057286
-3.638213,999,3.300833
-3.927423,999,3.545951
-4.140763,999,3.795641
-3.901481,999,4.041207
-3.506072,999,4.297584
-3.131794,999,4.542457
-2.586397,999,4.790545
-2.062225,999,5.033722
-1.60079,999,5.281366
-1.338884,999,5.531357
-1.068736,999,5.782346
-1.001314,999,6.029449
-0.994787,999,6.276412
-1.081207,999,6.534873
-1.154106,999,6.785842
-1.165071,999,7.036324
-1.402027,999,7.323888
-1.511807,999,7.586661
-1.475685,999,7.829037
-1.572912,999,8.071765
-1.558841,999,8.322983
-1.452835,999,8.584666
-1.431261,999,8.835325
-1.381527,999,9.077502
-1.184801,999,9.322286
-1.067692,999,9.569296
-1.028415,999,9.850844
-1.043629,999,10.098216
-1.023403,999,10.346308
-0.999335,999,10.591435
-1.193488,999,10.917792
-1.276166,999,11.290339
-1.356177,999,11.554814
-1.49577,999,11.804115
-1.621665,999,12.049126
-1.608959,999,12.301046
-1.649417,999,12.548756
-1.681505,999,12.801157
-1.389295,999,13.069176
-1.503213,999,13.359565
-1.312834,999,13.617896
-1.14347,999,13.869154
-1.187427,999,14.121512
-1.031901,999,14.391298
-1.036461,999,14.636731
-0.983913,999,14.885301
-1.055673,999,15.138693
-1.039369,999,15.405428
-1.07487,999,15.650733
-1.099407,999,15.896302
-1.196069,999,16.14473
-1.236707,999,16.384275
-1.154119,999,16.626945
-1.187614,999,16.874809
-1.207446,999,17.124055
-1.12047,999,17.369087
-1.150157,999,17.620666
-1.00755,999,17.878968
-0.992126,999,18.13381
-0.957235,999,18.388993
-0.943157,999,18.645963
-0.966899,999,18.920049
-1.022129,999,19.252163
-1.050829,999,19.572043
-1.062593,999,19.833811
-1.057814,999,20.099996
-1.114191,999,20.362712
-1.117834,999,20.612523
-1.256223,999,20.854583
-1.06048,999,21.088917
-1.165434,999,21.334969
-1.122817,999,21.587136
-1.122894,999,21.835333
-1.022466,999,22.076364
-1.090547,999,22.325458
-0.965137,999,22.614053
-1.01774,999,22.859551
-1.062833,999,23.113291
-0.963492,999,23.361607
-0.895195,999,23.612982
-0.972254,999,23.870214
-0.954506,999,24.124311
-1.008781,999,24.371126
-0.981855,999,24.646265
-0.976301,999,24.892518
-1.002818,999,25.138488
-1.026149,999,25.386615
-1.117201,999,25.63101
-0.973926,999,25.876621
-1.122766,999,26.122586
-1.038972,999,26.366598
-1.040821,999,26.610694
-0.975592,999,26.88572
-1.115594,999,27.141839
-1.125491,999,27.394156
-1.101649,999,27.655212
-0.986134,999,27.900197
-0.971229,999,28.160372
-0.998969,999,28.400129
-1.009079,999,28.647149
-1.031011,999,28.901674
-1.043264,999,29.154606
-1.005404,999,29.421256
-0.977219,999,29.677023
-1.04775,999,29.925594
-1.028283,999,30.182774
-1.036493,999,30.432901
-1.048632,999,30.689138
