#{"t_start": 1748484081.4157267, "env_id": "MountainCarContinuous-v0"}
r,l,t
-5.463056,999,0.246318
-1.48361,999,0.492746
-1.04543,999,0.749742
-0.970959,999,1.005707
-1.298714,999,1.325135
-1.551388,999,1.589477
-2.021646,999,1.842585
-2.709506,999,2.090743
-3.491538,999,2.377845
-4.023758,999,2.618617
-4.694235,999,2.857929
-5.408145,999,3.097478
-5.705667,999,3.340551
-6.224998,999,3.581791
-5.919618,999,3.819316
-6.614431,999,4.065986
-6.191329,999,4.306309
-6.443197,999,4.546974
-5.724285,999,4.795681
-5.529048,999,5.041038
-5.167523,999,5.29833
-4.433399,999,5.546613
-3.858631,999,5.816197
-3.302435,999,6.073411
-2.715396,999,6.342829
-2.080317,999,6.592988
-1.645834,999,6.846483
-1.454195,999,7.085366
-1.139259,999,7.333202
-1.024633,999,7.58142
-0.980362,999,7.832243
-1.126614,999,8.081194
-1.140331,999,8.327541
-1.301219,999,8.579923
-1.478294,999,8.826991
-1.573516,999,9.077839
-1.701661,999,9.323705
-1.738565,999,9.57463
-1.674738,999,9.829007
-1.658064,999,10.079105
-1.471612,999,10.331682
-1.266146,999,10.582398
-1.253681,999,10.836964
-1.079585,999,11.090369
-1.058054,999,11.338524
-1.060103,999,11.592666
-1.072633,999,11.849424
-1.066236,999,12.10359
-1.060484,999,12.358575
-1.087042,999,12.612689
-1.201392,999,12.865893
-1.211532,999,13.174903
-1.233958,999,13.425435
-1.211915,999,13.710773
-1.12532,999,13.969758
-1.105169,999,14.266067
-1.02655,999,14.508707
-1.037052,999,14.787694
-1.103993,999,15.051814
-0.990916,999,15.299525
-1.029793,999,15.564989
-1.032197,999,15.809322
-0.970375,999,16.124228
-0.988779,999,16.362611
-1.02442,999,16.604309
-1.05319,999,16.854724
-1.008322,999,17.110377
-1.095125,999,17.360842
-0.952717,999,17.612359
-1.015306,999,17.865144
-1.020822,999,18.113595
-1.027434,999,18.364039
-1.005399,999,18.618085
-0.958907,999,18.873199
-1.058339,999,19.122382
-0.98424,999,19.367843
-1.026764,999,19.612734
-0.99811,999,19.862406
-0.971302,999,20.104599
-1.014948,999,20.352321
-1.033181,999,20.600187
-1.049342,999,20.844218
-0.96315,999,21.094078
-1.038085,999,21.34635
-1.025872,999,21.599921
-1.055437,999,21.876826
-0.912507,999,22.14777
-1.005156,999,22.394317
-1.029779,999,22.638931
-1.044715,999,22.887374
-1.024831,999,23.135008
-1.024978,999,23.383927
-0.981933,999,23.691247
-1.000705,999,23.978844
-0.917885,999,24.270887
-0.999053,999,24.512973
-1.018762,999,24.771517
-0.943006,999,25.017724
-0.985702,999,25.260878
-0.956656,999,25.512608
-1.047744,999,25.787791
-1.007788,999,26.032109
-1.070494,999,26.289941
-0.947433,999,26.536106
-1.0258,999,26.800627
-1.037773,999,27.049833
-0.980202,999,27.297854
-0.989763,999,27.552897
-0.932357,999,27.833958
-0.963538,999,28.091983
-1.062235,999,28.338662
-1.028879,999,28.58828
-0.982493,999,28.835614
-0.934052,999,29.079767
-0.935873,999,29.324099
-1.003834,999,29.584547
-1.088827,999,29.835711
-1.0292,999,30.083251
-1.033808,999,30.327914
-0.963388,999,30.570013
-0.939587,999,30.818335
-1.057069,999,31.067763
-0.977334,999,31.320329
-1.009716,999,31.568414
-0.981206,999,31.823704
-1.003781,999,32.074015
-0.953407,999,32.322969
-1.031849,999,32.588083
-0.976447,999,32.849042
-0.965465,999,33.129415
-1.020178,999,33.374895
-0.959401,999,33.62987
-0.981442,999,33.896025
-0.906919,999,34.149887
-1.011714,999,34.398369
-1.000105,999,34.661744
-0.950577,999,34.907886
