#{"t_start": 1748483928.5495765, "env_id": "MountainCarContinuous-v0"}
r,l,t
-3.976629,999,0.243025
-1.237129,999,0.485663
-1.114284,999,0.839127
-0.925105,999,1.08485
-0.975854,999,1.344155
-1.034407,999,1.619259
-1.062314,999,1.882042
-1.076754,999,2.153799
-0.972716,999,2.424934
-0.972003,999,2.665115
-1.01251,999,2.935949
-0.983461,999,3.168645
-1.023605,999,3.426796
-1.051347,999,3.662178
-1.138323,999,3.934686
-1.258342,999,4.212337
-1.458928,999,4.489826
-1.759004,999,4.739195
-1.981517,999,4.99693
-1.832039,999,5.255419
-1.683849,999,5.499885
-1.491369,999,5.73814
-1.304569,999,5.989026
-1.125352,999,6.225338
-1.00072,999,6.469222
-1.015007,999,6.709546
-0.988657,999,6.953777
-0.964931,999,7.200436
-0.948255,999,7.44405
-0.990012,999,7.704622
-1.075566,999,7.965245
-0.993506,999,8.218821
-0.928754,999,8.473098
-1.086629,999,8.726701
-0.954708,999,9.002091
-1.057172,999,9.278371
-0.972446,999,9.521884
-0.989626,999,9.768948
-0.933683,999,10.018005
-0.974042,999,10.269392
-1.025143,999,10.543623
-1.039434,999,10.855968
-1.030941,999,11.116847
-1.11614,999,11.355434
-1.121457,999,11.597863
-1.028574,999,11.842439
-1.015294,999,12.089297
-1.025548,999,12.342001
-1.099309,999,12.58629
-1.035086,999,12.831344
-1.009564,999,13.079479
-1.027095,999,13.324527
-1.017527,999,13.600368
-1.074771,999,13.844475
-0.972972,999,14.173092
-0.98663,999,14.437323
-0.966508,999,14.714764
-0.965279,999,14.954822
-1.022532,999,15.198347
-1.053601,999,15.445704
-1.027992,999,15.687676
-1.030495,999,15.935047
-1.047383,999,16.18719
-1.144999,999,16.432375
-1.099174,999,16.682284
-1.070116,999,16.928586
-0.967383,999,17.177963
-1.123607,999,17.428828
-0.926267,999,17.6804
-1.112471,999,17.930277
-1.02364,999,18.177821
-1.029817,999,18.422378
-1.032921,999,18.66685
-1.040388,999,18.906539
-1.008041,999,19.181836
-1.0105,999,19.429723
-1.077797,999,19.674183
-1.058507,999,19.919633
-0.93755,999,20.168755
-0.998245,999,20.429219
-1.10717,999,20.683215
-1.102615,999,20.925647
-1.152161,999,21.166998
-1.050407,999,21.403919
-1.024715,999,21.645067
-0.983757,999,21.892622
-1.001901,999,22.137808
-0.949366,999,22.384419
-1.049375,999,22.628241
-0.963152,999,22.873825
-1.019978,999,23.123523
-0.999291,999,23.37512
-0.989999,999,23.666848
-0.970721,999,23.923856
-1.005452,999,24.171794
-0.993808,999,24.430525
-0.988913,999,24.678732
-0.992903,999,24.986298
-1.001692,999,25.27266
-1.02812,999,25.514322
-0.99954,999,25.75358
-1.093292,999,26.001311
-1.034127,999,26.255607
-1.102411,999,26.544285
-0.989491,999,26.780721
-0.93554,999,27.019644
-1.008856,999,27.265745
-0.920214,999,27.508499
-0.954512,999,27.822335
-0.960994,999,28.068264
-0.962423,999,28.33406
-1.046692,999,28.614212
-0.927582,999,28.859966
-1.121328,999,29.111304
