#{"t_start": 1748387788.269378, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.016068
-200.0,200,0.029418
-200.0,200,0.041312
-200.0,200,0.053079
-200.0,200,0.064511
-200.0,200,0.181944
-200.0,200,0.274137
-200.0,200,0.378383
-200.0,200,0.47564
-200.0,200,0.566166
-200.0,200,0.669629
-200.0,200,0.801899
-200.0,200,0.933189
-200.0,200,1.0651
-200.0,200,1.178627
-200.0,200,1.296453
-200.0,200,1.467812
-200.0,200,1.612248
-200.0,200,1.758604
-200.0,200,1.910582
-200.0,200,2.065994
-200.0,200,2.181985
-200.0,200,2.288048
-200.0,200,2.404351
-200.0,200,2.514568
-200.0,200,2.636997
-200.0,200,2.771641
-200.0,200,2.879353
-200.0,200,3.062521
-200.0,200,3.245341
-200.0,200,3.408097
-200.0,200,3.556153
-200.0,200,3.675817
-200.0,200,3.779314
-200.0,200,3.900422
-200.0,200,4.011183
-200.0,200,4.121893
-200.0,200,4.226027
-200.0,200,4.358292
-200.0,200,4.483384
-200.0,200,4.622792
-200.0,200,4.739131
-200.0,200,4.848433
-200.0,200,4.97837
-200.0,200,5.111246
-200.0,200,5.232808
-200.0,200,5.343857
-200.0,200,5.471614
-200.0,200,5.581446
-200.0,200,5.687075
-200.0,200,5.798928
-200.0,200,5.920929
-200.0,200,6.086709
-200.0,200,6.213519
-200.0,200,6.323211
-200.0,200,6.455038
-200.0,200,6.588666
-200.0,200,6.760245
-200.0,200,6.905397
-200.0,200,7.020593
-200.0,200,7.151393
-200.0,200,7.273182
-200.0,200,7.382309
-200.0,200,7.490429
-200.0,200,7.606388
-200.0,200,7.724258
-200.0,200,7.864788
-200.0,200,8.000423
-200.0,200,8.10501
-200.0,200,8.212649
-200.0,200,8.373566
-200.0,200,8.498235
-200.0,200,8.608934
-200.0,200,8.728734
-200.0,200,8.876389
-200.0,200,8.982417
-200.0,200,9.086687
-200.0,200,9.238564
-200.0,200,9.365241
-200.0,200,9.492396
-200.0,200,9.605139
-200.0,200,9.708069
-200.0,200,9.818395
-200.0,200,9.943196
-200.0,200,10.055412
-200.0,200,10.164308
-200.0,200,10.294974
-200.0,200,10.429054
-200.0,200,10.548843
-200.0,200,10.686029
-200.0,200,10.801806
-200.0,200,10.9054
-200.0,200,11.041376
-200.0,200,11.144794
-200.0,200,11.24962
-200.0,200,11.398
-200.0,200,11.516123
-200.0,200,11.641962
-200.0,200,11.774579
-200.0,200,11.875177
-200.0,200,11.986766
-200.0,200,12.116837
-200.0,200,12.257581
-200.0,200,12.371869
-200.0,200,12.510533
-200.0,200,12.665926
-200.0,200,12.783052
-200.0,200,12.919339
-200.0,200,13.056475
-200.0,200,13.178635
-200.0,200,13.336508
-200.0,200,13.475386
-200.0,200,13.624035
-200.0,200,13.785739
-200.0,200,13.993496
-200.0,200,14.121702
-200.0,200,14.237399
-200.0,200,14.378052
-200.0,200,14.504988
-200.0,200,14.623796
-200.0,200,14.761209
-200.0,200,14.904757
-200.0,200,15.009607
-200.0,200,15.122767
-200.0,200,15.245555
-200.0,200,15.369616
-200.0,200,15.554243
-200.0,200,15.679511
-200.0,200,15.803651
-200.0,200,15.92472
-200.0,200,16.078274
-200.0,200,16.203591
-200.0,200,16.325607
-200.0,200,16.498118
-200.0,200,16.608669
-200.0,200,16.752416
-200.0,200,16.890491
-200.0,200,17.011626
-200.0,200,17.131901
-200.0,200,17.264023
-200.0,200,17.40832
-200.0,200,17.54535
-200.0,200,17.653719
-200.0,200,17.774371
-200.0,200,17.891491
-200.0,200,18.001318
-200.0,200,18.128692
-200.0,200,18.261944
-200.0,200,18.415178
-200.0,200,18.546845
-200.0,200,18.69607
-200.0,200,18.837702
-200.0,200,18.951279
-200.0,200,19.107021
-200.0,200,19.234864
-200.0,200,19.374862
-200.0,200,19.495883
-200.0,200,19.608937
-200.0,200,19.736907
-200.0,200,19.850372
-200.0,200,19.994252
-200.0,200,20.112461
-200.0,200,20.246869
-200.0,200,20.390769
-200.0,200,20.506674
-200.0,200,20.618167
-200.0,200,20.735495
-200.0,200,20.858043
-200.0,200,20.989855
-200.0,200,21.115188
-200.0,200,21.236387
-200.0,200,21.403403
-200.0,200,21.623281
-200.0,200,21.774899
-200.0,200,21.902912
-200.0,200,22.027936
-200.0,200,22.161148
-200.0,200,22.305459
-200.0,200,22.523762
-200.0,200,22.673004
-200.0,200,22.831316
-200.0,200,22.995206
-200.0,200,23.237519
-200.0,200,23.456985
-200.0,200,23.66205
-200.0,200,23.799451
-200.0,200,23.968758
-200.0,200,24.162061
-200.0,200,24.416934
-200.0,200,24.641455
-200.0,200,24.841754
-200.0,200,24.994576
-200.0,200,25.177041
-200.0,200,25.400008
-200.0,200,25.573588
-200.0,200,25.708825
-200.0,200,25.844644
-200.0,200,25.976504
-200.0,200,26.092525
-200.0,200,26.230198
-200.0,200,26.381755
-200.0,200,26.525532
-200.0,200,26.647712
-200.0,200,26.772638
-200.0,200,26.906557
-200.0,200,27.042815
-200.0,200,27.179834
-200.0,200,27.300299
-200.0,200,27.474841
-200.0,200,27.626102
-200.0,200,27.793675
-200.0,200,27.925475
-200.0,200,28.038385
-200.0,200,28.165983
-200.0,200,28.323684
-200.0,200,28.472666
-200.0,200,28.623672
-200.0,200,28.736143
-200.0,200,28.851419
-200.0,200,28.989293
-200.0,200,29.137833
-200.0,200,29.266745
-200.0,200,29.411559
-200.0,200,29.544036
-200.0,200,29.659734
-200.0,200,29.780444
-200.0,200,29.905428
-200.0,200,30.036989
-200.0,200,30.184572
-200.0,200,30.310315
-200.0,200,30.482644
-200.0,200,30.616594
-200.0,200,30.783059
-200.0,200,30.921714
-200.0,200,31.076812
-200.0,200,31.199053
-200.0,200,31.360827
-200.0,200,31.52594
-200.0,200,31.650608
-200.0,200,31.802889
-200.0,200,31.999061
-200.0,200,32.126699
-200.0,200,32.253739
-200.0,200,32.392874
-200.0,200,32.543619
-200.0,200,32.673953
-200.0,200,32.810623
-200.0,200,32.944872
-200.0,200,33.071205
-200.0,200,33.194788
-200.0,200,33.361393
-200.0,200,33.516483
-200.0,200,33.63499
-200.0,200,33.768587
-200.0,200,33.886398
-200.0,200,34.028889
-200.0,200,34.175956
-200.0,200,34.306858
-200.0,200,34.449601
-200.0,200,34.592085
-200.0,200,34.736888
-200.0,200,34.865215
-200.0,200,34.985802
-200.0,200,35.107822
-200.0,200,35.246348
-200.0,200,35.393996
-200.0,200,35.569674
-200.0,200,35.709231
-200.0,200,35.829875
-200.0,200,35.965702
-200.0,200,36.100224
-200.0,200,36.245686
-200.0,200,36.38865
-200.0,200,36.523928
-200.0,200,36.668707
-200.0,200,36.82187
-200.0,200,36.949644
-200.0,200,37.071451
-200.0,200,37.220818
-200.0,200,37.368722
-200.0,200,37.506302
-200.0,200,37.657151
-200.0,200,37.786187
-200.0,200,37.921187
-200.0,200,38.052988
-200.0,200,38.211271
-200.0,200,38.364764
-200.0,200,38.517929
-200.0,200,38.66789
-200.0,200,38.802578
-200.0,200,38.941469
-200.0,200,39.09284
-200.0,200,39.215023
-200.0,200,39.345252
-200.0,200,39.495601
-200.0,200,39.623384
-200.0,200,39.772489
-200.0,200,39.956815
-200.0,200,40.094155
-200.0,200,40.259433
-200.0,200,40.448161
-200.0,200,40.618401
-200.0,200,40.762892
-200.0,200,40.89225
-200.0,200,41.067846
-200.0,200,41.208861
-200.0,200,41.373432
-200.0,200,41.556544
-200.0,200,41.697891
-200.0,200,41.831647
-200.0,200,42.012518
-200.0,200,42.140281
-200.0,200,42.260852
-200.0,200,42.41956
-200.0,200,42.554756
-200.0,200,42.712711
-200.0,200,42.83257
-200.0,200,42.977261
-200.0,200,43.113847
-200.0,200,43.234321
-200.0,200,43.392675
-200.0,200,43.531025
-200.0,200,43.689292
-200.0,200,43.840179
-200.0,200,43.962165
-200.0,200,44.08974
-200.0,200,44.220392
-200.0,200,44.357998
-200.0,200,44.49214
-200.0,200,44.622399
-200.0,200,44.768591
-200.0,200,44.898283
-200.0,200,45.020339
-200.0,200,45.146693
-200.0,200,45.277469
-200.0,200,45.412107
-200.0,200,45.608048
-200.0,200,45.745374
-200.0,200,45.878804
-200.0,200,46.006284
-200.0,200,46.161474
-200.0,200,46.283667
-200.0,200,46.431313
-200.0,200,46.568142
-200.0,200,46.700476
-200.0,200,46.824354
-200.0,200,46.955671
-200.0,200,47.103047
-200.0,200,47.25863
-200.0,200,47.451678
-200.0,200,47.593025
-200.0,200,47.730636
-200.0,200,47.864536
-200.0,200,48.003475
-200.0,200,48.160867
-200.0,200,48.302454
-200.0,200,48.545676
-200.0,200,48.672232
-200.0,200,48.808558
