episode,reward,episode_length,timestep,reward_ma_50,reward_ma_100
487,-473.984293,73,39163,-204.36189109999998,-316.79963551000003
488,-488.756111,40,39203,-204.9784393,-318.04788269
489,70.654684,240,39443,-207.64198054,-319.07887803
490,-444.91833,224,39667,-207.0059765,-325.47584151
491,-456.139305,184,39851,-218.6201084,-320.94920147
492,-377.698327,55,39906,-219.70758786000002,-319.90531656
493,85.992675,240,40146,-209.07124796,-309.54139068
494,99.133169,240,40386,-198.72043706,-309.67581834
495,-478.004869,48,40434,-205.61457838,-309.70791335999996
496,65.05141,240,40674,-199.24744040000002,-304.21223469
497,-426.214505,206,40880,-211.81130358000001,-305.67398094
498,-484.451809,46,40926,-211.86423994,-311.14803862
499,79.781431,240,41166,-211.55233526,-300.73253531
500,115.374288,240,41406,-199.73951872,-291.40024929
501,-253.102715,153,41559,-206.68224127999997,-289.13611405
502,88.574066,240,41799,-197.20469324,-279.86669027
503,167.569773,240,42039,-184.95226972,-273.34022664
504,-487.820141,48,42087,-185.78258859999997,-273.52583525
505,65.816268,240,42327,-175.03508068000002,-268.08853147
506,37.634547,240,42567,-166.72450602,-258.2424067
507,60.708397,240,42807,-157.82745364000002,-253.85286834000001
508,-479.465997,92,42899,-168.7192708,-248.9554829
509,-483.10214,65,42964,-182.06964086,-254.45437318
510,-483.885542,38,43002,-193.35685121999998,-254.83093380999998
511,-442.310312,156,43158,-192.72323704,-249.75159112
512,74.555944,240,43398,-193.03536784,-239.73596157
513,377.237429,240,43638,-177.09021454,-232.40616046
514,-460.055927,113,43751,-176.67951248,-233.78221523
515,-350.181802,199,43950,-174.24676248,-232.54942595
516,-434.889678,138,44088,-184.56716718000004,-232.43593964
517,183.882028,240,44328,-182.66672024000002,-222.03563621
518,81.978573,240,44568,-171.50024186000002,-223.46858502999999
519,-463.22524,125,44693,-184.72044786000004,-223.61364766
520,-482.673457,52,44745,-196.27819159999999,-220.20102447000002
521,-474.886631,65,44810,-196.18278850000002,-220.18684007
522,180.9881,240,45050,-176.03074089999998,-213.55229465
523,-475.019189,72,45122,-189.23986634000002,-219.27350718000002
524,-482.234254,51,45173,-191.48500378,-215.00220953
525,65.666721,240,45413,-181.2140469,-216.92866766999998
526,168.571999,240,45653,-179.47527412,-206.82851952999997
527,-479.339379,68,45721,-179.71347805999997,-212.50270528000001
528,-458.654453,181,45902,-180.8143693,-217.83482634
529,152.136394,240,46142,-179.22929777999997,-216.87843994
530,-479.572265,59,46201,-179.25011148000002,-217.53420651
531,-326.822892,190,46391,-187.32830918,-211.52827333000002
532,88.870408,240,46631,-188.07672603999998,-201.03560746
533,-438.584919,189,46820,-198.59023580000002,-206.34886659
534,-445.007261,218,47038,-209.37605218000002,-206.30746368
535,-379.346504,65,47103,-220.59687861999998,-211.06823139
536,-455.076306,188,47291,-220.70492498000004,-217.34481602000002
537,-464.688438,192,47483,-220.51900788,-212.44044949
538,57.253903,240,47723,-209.5988076,-207.28862345
539,-481.484087,53,47776,-220.64158301999998,-214.14178177999997
540,-472.904249,57,47833,-221.20130139999998,-214.10363894999998
541,-463.010046,113,47946,-221.33871622000004,-219.97941231000001
542,-461.997267,130,48076,-223.02469502,-221.36614143999998
543,202.60624,240,48316,-220.69242372,-214.88183583999998
544,55.203542,240,48556,-221.57101626000002,-210.14572666
545,-479.209029,92,48648,-221.59509946000003,-213.60483892
546,-435.75364,204,48852,-231.61120046,-215.42932043000002
547,-432.995208,174,49026,-231.74681452000002,-221.77905905
548,-383.68685,54,49080,-229.73151534000002,-220.79787764
549,-316.898096,176,49256,-237.66510588,-224.60872057
550,74.8536,240,49496,-238.47551964000002,-219.10751918000003
551,-483.166866,55,49551,-243.07680266,-224.87952197
552,194.350043,240,49791,-240.96128312000002,-219.08298818
553,-342.978353,223,50014,-251.17224564,-218.06225768000002
554,-819.134048,148,50162,-257.79852378,-221.79055619000002
555,-470.83035,125,50287,-268.53145614,-221.78326841
556,292.366097,240,50527,-263.43682514,-215.08066558
557,-372.510631,83,50610,-272.1012057,-214.96432967
558,-959.863939,91,50701,-281.70916453999996,-225.21421767
559,-486.951278,54,50755,-281.78614730000004,-231.92789408000002
560,-480.321678,49,50804,-281.71487002000003,-237.53586062
561,-952.936066,94,50898,-291.92738510000004,-242.32531107000003
562,-477.100507,53,50951,-302.96051412,-247.99794098
563,-474.539729,71,51022,-319.99605728,-248.54313591000002
564,-428.222737,160,51182,-319.35939348,-248.01945298
565,304.69557,240,51422,-306.26184604,-240.25430426000003
566,-340.169343,220,51642,-304.36743934,-244.46730326
567,-354.810844,162,51804,-315.14129677999995,-248.90400850999998
568,-484.22392,49,51853,-326.46534664,-248.98279425
569,-477.779227,52,51905,-326.75642638,-255.73843712000001
570,211.528671,240,52145,-312.87238382000004,-254.57528771
571,-384.53897,56,52201,-311.0654306,-253.62410955
572,87.436745,240,52441,-312.9364577,-244.48359929999998
573,-478.163269,63,52504,-312.9993393,-251.11960282
574,-427.39674,179,52683,-311.90258902,-251.69379640000002
575,-475.989539,65,52748,-322.73571422000003,-251.97488055999997
576,177.293807,240,52988,-322.56127806,-251.01827609
577,88.045049,240,53228,-311.2135895,-245.46353378
578,70.960479,240,53468,-300.62129086,-240.71783008
579,71.284031,240,53708,-302.23833812,-240.73381795
580,-484.26956,62,53770,-302.33228402000003,-240.79119775000004
581,73.521744,240,54010,-294.32539130000004,-240.82685024
582,-436.05547,176,54186,-304.82390886,-246.45031745
583,103.576395,240,54426,-293.98068258,-246.28545919
584,-449.655497,135,54561,-294.07364729999995,-251.72484974
585,-476.483784,65,54626,-296.01639289999997,-258.30663576
586,43.590885,240,54866,-286.04304908,-253.37398703000002
587,139.853863,240,55106,-273.95220306,-247.23560547
588,-426.371909,168,55274,-283.62471930000004,-246.61176345000004
589,-471.875378,93,55367,-283.43254512,-252.03706406999999
590,-479.157494,67,55434,-283.55761002,-252.37945571
591,-426.941868,227,55661,-282.83624646,-252.08748134
592,-961.500647,88,55749,-292.82631406,-257.92550454
593,-484.124445,64,55813,-306.56092776,-263.62667574000005
594,67.898004,240,56053,-306.30703852,-263.93902739000004
595,90.072396,240,56293,-294.92141002,-258.25825474
596,343.436748,240,56533,-279.33760226000004,-255.47440136
597,93.073442,240,56773,-268.81622926,-250.28152189
598,-485.226187,43,56816,-270.847016,-250.28926567
599,-804.730996,199,57015,-280.603674,-259.13438994
600,86.904315,240,57255,-280.3626597,-259.41908967
601,74.987614,240,57495,-269.1995701,-256.13818638
602,61.739003,240,57735,-271.8517909,-256.40653701
603,74.219912,240,57975,-263.5078256,-257.34003562000004
604,-480.551588,55,58030,-256.7361764,-257.26735009
605,-442.405125,143,58173,-256.16767189999996,-262.34956402
606,172.499258,240,58413,-258.56500868,-261.00091691
607,74.538393,240,58653,-249.62402820000003,-260.86261695
608,180.735448,240,58893,-226.81204046,-254.26060249999998
609,-386.516186,47,58940,-224.80333862,-253.29474296
610,-444.635788,190,59130,-224.08962082,-252.90224541999999
611,85.204103,240,59370,-203.32681743999999,-247.62710127
612,-386.245224,92,59462,-201.50971178,-252.23511295
613,-337.350982,190,59652,-198.76593684,-259.38099706
614,-469.618093,72,59724,-199.59384396000002,-259.47661872000003
615,-448.825275,176,59900,-214.66426085999998,-260.46305345
616,-423.37357,195,60095,-216.3283454,-260.34789237
617,-327.233149,221,60316,-215.7767915,-265.45904414
618,63.256854,240,60556,-204.82717602,-265.64626133
619,-424.979012,179,60735,-203.77117171999998,-265.26379905
620,192.880576,240,60975,-204.14413362,-258.50825872
621,-790.033927,217,61192,-212.25403276,-261.65973168
622,74.86992,240,61432,-212.50536926,-262.72091348000004
623,304.92799,240,61672,-196.84354408,-254.92144169
624,56.009246,240,61912,-187.17542436,-249.53900668999998
625,-458.342492,134,62046,-186.82248342,-254.77909882
626,-481.732487,64,62110,-200.00300929999997,-261.28214368
627,-456.541995,128,62238,-210.89475018000002,-261.05416984
628,129.182818,240,62478,-209.73030339999997,-255.17579712999998
629,-472.209132,83,62561,-220.60016665999999,-261.41925239
630,55.462411,240,62801,-209.80552724,-256.06890563
631,-333.987714,198,62999,-217.95571639999997,-256.14055385
632,-483.76933,83,63082,-218.9099936,-261.86695123000004
633,-457.326142,126,63208,-230.12804434,-262.05436346000005
634,-484.132603,68,63276,-230.81758646000003,-262.44561688
635,203.100067,240,63516,-217.22590944,-256.62115117
636,65.611411,240,63756,-216.78549891999998,-251.41427399999998
637,97.396894,240,63996,-217.6346383,-245.79342068000003
638,177.955476,240,64236,-205.5480906,-244.58640495000003
639,-920.480206,232,64468,-214.52018715999998,-248.97636613999998
640,-429.285073,189,64657,-213.52273874,-248.54017438000002
641,-379.320741,185,64842,-212.57031619999998,-247.70328132999998
642,189.601689,240,65082,-189.54826948000002,-241.18729177
643,115.065028,240,65322,-177.56448001999996,-242.06270389000002
644,78.674256,240,65562,-177.34895497999997,-241.82799674999998
645,-357.086153,118,65680,-186.29212595999996,-240.60676798999998
646,-474.488648,64,65744,-202.65063388,-240.99411807
647,209.755323,240,65984,-200.31699626000002,-234.56661276
648,89.420739,240,66224,-188.82405774,-229.83553687
649,196.334186,240,66464,-168.8027541,-224.70321404999999
650,-468.974265,111,66575,-179.9203257,-230.1414927
651,68.286075,240,66815,-180.05435648,-224.62696329
652,66.574698,240,67055,-179.95764258,-225.90471674
653,177.600917,240,67295,-177.89002248,-220.69892403999998
654,106.742865,240,67535,-166.14413342,-211.44015491
655,-481.081296,75,67610,-166.91765683999998,-211.54266436999998
656,-478.036058,124,67734,-179.92836316,-219.24668592
657,-485.292716,73,67807,-191.12498534000002,-220.37450677
658,-446.001304,161,67968,-203.65972038,-215.23588042
659,-457.182008,132,68100,-205.07303682000003,-214.93818771999997
660,105.936554,240,68340,-194.06158997999998,-209.07560539999997
661,-360.605122,132,68472,-202.97777447999997,-203.15229595999998
662,-369.127545,117,68589,-202.63542089999999,-202.07256633999998
663,-482.357959,64,68653,-205.53556043999998,-202.15074864
664,-349.2667,206,68859,-203.12853257999998,-201.36118826999999
665,177.334979,240,69099,-190.60532750000002,-202.63479418
666,196.502384,240,69339,-178.20780842,-197.26807691000002
667,105.715955,240,69579,-169.54882633999998,-192.66280892000003
668,91.367413,240,69819,-168.98661516,-186.90689559000003
669,115.140656,240,70059,-158.1842218,-180.97769676
670,184.757735,240,70299,-158.34667861999998,-181.24540611999998
671,126.87893,240,70539,-140.00842148,-176.13122712
672,-482.342668,87,70626,-151.15267324,-181.82902125
673,-212.03715,226,70852,-161.49197604,-179.16776006
674,64.958806,240,71092,-161.31298483999998,-174.2442046
675,-475.380812,76,71168,-161.65375124,-174.23811733000002
676,84.621947,240,71408,-150.32666256000002,-175.16483592999998
677,86.690692,240,71648,-139.46200882000002,-175.17837949999998
678,75.361537,240,71888,-140.53843444,-175.13436892000001
679,101.713843,240,72128,-129.05997494,-174.8300708
680,41.592531,240,72368,-129.33737254,-169.57144989
681,-483.173931,54,72422,-132.32109688,-175.13840664
682,81.4334,240,72662,-121.01704228,-169.96351794000003
683,-450.955649,231,72893,-120.88963242,-175.50883838000001
684,-452.36947,109,73002,-120.25436976,-175.53597811
685,65.493966,240,73242,-123.00649177999999,-170.11620061000002
686,73.039557,240,73482,-122.85792885999999,-169.82171388999998
687,107.26083,240,73722,-122.66065014,-170.14764422
688,50.827697,240,73962,-125.20320572,-165.37564815999997
689,-458.157207,148,74110,-115.95674574,-165.23846644999998
690,-474.628868,76,74186,-116.86362164,-165.19318019
691,36.230162,240,74426,-108.55260358000001,-160.56145989
692,276.046093,240,74666,-106.82371550000002,-148.18599249
693,-482.222698,64,74730,-118.76947002000001,-148.16697502
694,-468.536516,88,74818,-129.71368546,-153.53132022
695,-441.954161,138,74956,-131.41104562,-158.85158579
696,185.212131,240,75196,-118.21703004,-160.43383196000002
697,-329.52282,183,75379,-129.0025929,-164.65979457999998
698,64.878393,240,75619,-129.49343982,-159.15874878
699,59.739243,240,75859,-132.22533868,-150.51404639
700,-475.638402,64,75923,-132.35862142,-156.13947356
701,116.033924,240,76163,-131.40366444,-155.72901046
702,69.014689,240,76403,-131.35486462,-155.6562536
703,-369.605661,195,76598,-142.29899618,-160.09450933
704,-439.001376,149,76747,-153.21388100000001,-159.67900721
705,72.051254,240,76987,-142.15123,-154.53444342
706,-483.05388,52,77039,-142.25158643999998,-161.0899748
707,181.483038,240,77279,-128.91607136000002,-160.02052835
708,-467.508867,227,77506,-129.34622262,-166.50297149999997
709,53.501142,240,77746,-119.13255962,-162.10279822
710,80.252207,240,77986,-119.64624656,-156.85391827
711,-383.972386,67,78053,-120.11359184000001,-161.54568315999998
712,-436.398373,176,78229,-121.45900839999999,-162.04721465
713,118.058645,240,78469,-109.45067632,-157.49311838
714,-405.583795,225,78694,-110.57701822000001,-156.8527754
715,132.707494,240,78934,-111.46956791999999,-151.03744771
716,59.602788,240,79174,-114.20755983999999,-146.20768413
717,201.98226,240,79414,-112.28223374,-140.91553004
718,172.850367,240,79654,-110.65257465999998,-139.81959491
719,-369.860519,124,79778,-120.35259816,-139.26840998
720,-264.491958,102,79880,-129.33759202000002,-143.84213532
721,85.019286,240,80120,-130.17478490000002,-135.09160319
722,-454.503817,196,80316,-129.61800788,-140.38534055999997
723,104.152042,240,80556,-123.29422403999999,-142.39310003999998
724,-369.555548,106,80662,-131.98451112,-146.64874798
725,-453.991054,134,80796,-131.55671596,-146.6052336
726,57.212413,240,81036,-132.10490664,-141.2157846
727,-347.423233,168,81204,-140.78718514,-140.12459698
728,70.62201,240,81444,-140.88197567999998,-140.71020506
729,187.808096,240,81684,-139.16009062,-134.11003278
730,-427.421144,201,81885,-148.54036412000002,-138.93886833
731,-376.990905,63,81948,-146.4167036,-139.36890024000002
732,206.317324,240,82188,-143.91902512000001,-132.4680337
733,-364.690664,79,82267,-142.19372542000002,-131.54167891999998
734,107.856318,240,82507,-130.98920966,-125.62178970999999
735,-438.5055,209,82716,-141.06919898,-132.03784538
736,77.741216,240,82956,-140.97516579999998,-131.91654733
737,-488.813156,69,83025,-152.89664552,-137.77864783
738,58.722672,240,83265,-152.73874602,-138.97097587
739,62.990844,240,83505,-142.315785,-129.13626537
740,-377.786817,69,83574,-140.37894398,-128.62128281000003
741,-480.019258,69,83643,-150.70393238,-129.62826798
742,-431.284721,161,83804,-164.85054866,-135.83713208
743,-486.903201,44,83848,-164.94415872000002,-141.85681437
744,92.653074,240,84088,-153.72036692,-141.71702618999998
745,68.560698,240,84328,-143.51006974,-137.46055768
746,92.202445,240,84568,-145.37026346000002,-131.79364675
747,196.705454,240,84808,-134.84569798,-131.92414544
748,-477.48047,58,84866,-145.69287524,-137.59315752999998
749,82.645478,240,85106,-145.23475054,-138.73004461
750,164.451439,240,85346,-132.43295372,-132.39578757
751,77.154752,240,85586,-133.21053716,-132.3071008
752,62.218941,240,85826,-133.34645211999998,-132.35065837
753,78.716425,240,86066,-124.38001039999999,-133.33950329
754,300.87874,240,86306,-109.58240808000001,-131.39814454
755,105.319673,240,86546,-108.9170397,-125.53413485000002
756,40.053095,240,86786,-98.4549002,-120.35324331999999
757,-478.014991,80,86866,-111.64486078,-120.28046606999999
758,-478.154719,68,86934,-111.85777782000001,-120.60200022
759,-433.026439,142,87076,-121.58832944,-120.36044453000001
760,102.744892,240,87316,-121.13847573999999,-120.39236115
761,91.45348,240,87556,-111.62995842000001,-115.87177513
762,82.227081,240,87796,-101.25744934000001,-111.35822887
763,80.017286,240,88036,-102.01827652,-105.73447642000001
764,181.588658,240,88276,-90.27482746,-100.42592284
765,104.644123,240,88516,-90.83609488,-101.1528314
766,175.81178,240,88756,-88.51191504,-101.35973743999999
767,-479.396069,70,88826,-102.13948162000001,-107.21085768
768,-388.127759,53,88879,-113.35904414000001,-112.0058094
769,-284.642677,80,88959,-111.6546873,-116.00364273000001
770,199.48911,240,89199,-102.37506594,-115.85632898
771,195.83293,240,89439,-100.15879306,-115.16678898
772,84.939789,240,89679,-89.36992093999999,-109.49396441
773,-409.856618,220,89899,-99.65009414000001,-111.47215909
774,66.736381,240,90139,-90.92425556,-111.45438333999999
775,301.967318,240,90379,-75.80508812,-103.68090204
776,153.046561,240,90619,-73.88840515999999,-102.99665590000001
777,177.130987,240,90859,-63.39732075999999,-102.09225295
778,123.464359,240,91099,-62.340473779999996,-101.61122473000002
779,97.066122,240,91339,-64.15531326,-101.65770194000001
780,-473.302271,70,91409,-65.07293580000001,-106.80664996
781,85.765076,240,91649,-55.81781618,-101.11725988999999
782,-465.304343,119,91768,-69.25024952,-106.58463732
783,88.146252,240,92008,-60.193511199999996,-101.19361831
784,183.433277,240,92248,-58.68197202,-94.83559084000001
785,-480.35677,61,92309,-59.518997420000005,-100.29409820000001
786,167.603785,240,92549,-57.721746040000006,-99.34845591999999
787,75.974516,240,92789,-46.4259926,-99.66131905999998
788,199.601664,240,93029,-43.60841276,-98.17357939
789,-804.569787,173,93202,-60.959625380000006,-101.63770518999999
790,151.046228,240,93442,-50.38296448,-95.38095423
791,85.615199,240,93682,-39.07027534,-94.88710385999998
792,81.164919,240,93922,-28.821282540000002,-96.8359156
793,181.048572,240,94162,-15.462247080000003,-90.2032029
794,196.769595,240,94402,-13.379916660000003,-83.55014179000001
795,177.890663,240,94642,-11.193317360000005,-77.35169355
796,-468.020994,113,94755,-22.397786140000004,-83.8840248
797,-477.233933,79,94834,-35.87657388,-85.36113593
798,107.990115,240,95074,-24.167162180000002,-84.93001870999998
799,-446.043987,207,95281,-34.74095148000001,-89.98785101
800,69.469183,240,95521,-36.6405966,-84.53677516000002
801,97.026579,240,95761,-36.24316006,-84.72684860999999
802,182.553889,240,96001,-33.8364611,-83.59145661000001
803,205.300797,240,96241,-31.304773660000006,-77.84239203
804,128.153394,240,96481,-34.75928058,-72.17084433
805,88.895571,240,96721,-35.08776262000001,-72.00240116
806,122.502147,240,96961,-33.43878158,-65.94684088999999
807,124.16245,240,97201,-21.39523276,-66.52004677
808,-898.168399,189,97390,-29.795506360000005,-70.82664209
809,96.234566,240,97630,-19.210286260000004,-70.39930785
810,360.818291,240,97870,-14.048818280000004,-67.59364701
811,-477.14662,89,97959,-25.42082028,-68.52538935000001
812,135.704869,240,98199,-24.351264520000004,-62.804356930000004
813,75.22853,240,98439,-24.447039640000003,-63.23265808
814,47.577992,240,98679,-27.12725296,-58.70104021
815,180.309393,240,98919,-25.61394756,-58.22502122
816,117.792361,240,99159,-26.77433594,-57.64312549
817,188.021992,240,99399,-13.425974720000005,-57.78272817
818,219.016836,240,99639,-1.2830828200000013,-57.32106348
819,-475.843177,68,99707,-5.107092820000002,-58.38089006
820,513.226288,240,99947,1.167650739999997,-50.6037076
821,-414.047036,205,100152,-11.029948580000003,-55.594370819999995
822,281.380886,240,100392,-7.101126640000005,-48.235523789999995
823,207.822043,240,100632,5.252446579999996,-47.198823780000005
824,81.446749,240,100872,5.546653939999996,-42.688800810000004
825,313.606807,240,101112,5.779443719999997,-35.0128222
826,-480.409033,61,101173,-6.889668160000003,-40.389036659999995
827,93.926457,240,101413,-8.553758760000003,-35.97553976
828,-483.708193,39,101452,-20.6972098,-41.518841789999996
829,91.841478,240,101692,-20.801702680000002,-42.47850797
830,93.650004,240,101932,-9.462657180000003,-37.26779649
831,196.409492,240,102172,-7.249768860000004,-31.533792520000002
832,87.526199,240,102412,3.8068419799999957,-32.721703770000005
833,-281.735316,50,102462,-3.5907893800000044,-31.89215029
834,67.301848,240,102702,-5.913417960000005,-32.29769499
835,81.971893,240,102942,5.333155299999994,-27.09292106
836,173.458661,240,103182,5.450252819999995,-26.13574661
837,196.667903,240,103422,7.864120559999995,-19.280936020000002
838,96.945895,240,103662,5.811005179999995,-18.898703790000003
839,-402.993749,191,103853,13.842525939999996,-23.558549720000002
840,-468.171891,98,103951,1.4581635599999947,-24.462400460000005
841,223.379397,240,104191,4.2134475199999954,-17.428413910000003
842,-354.332204,144,104335,-4.496494940000003,-16.658888740000002
843,96.482743,240,104575,-6.187811520000002,-10.8250293
844,-465.636165,92,104667,-19.43592672,-16.407921690000002
845,88.635268,240,104907,-21.22103462,-16.20717599
846,104.333641,240,105147,-9.773941920000004,-16.085864030000003
847,173.686664,240,105387,3.2444700199999956,-16.31605193
848,92.705819,240,105627,2.938784099999996,-10.614189040000001
849,-886.042557,237,105864,-5.861187300000004,-20.30106939
850,-444.545422,132,105996,-16.1414794,-26.391038
851,205.47101,240,106236,-13.972590780000003,-25.10787542
852,92.916701,240,106476,-15.765334540000003,-24.80089782
853,89.347071,240,106716,-18.084409060000002,-24.694591360000004
854,-478.237122,62,106778,-30.21221938,-32.48574998
855,84.133317,240,107018,-30.307464460000002,-32.69761354
856,124.484673,240,107258,-30.267813940000007,-31.85329776
857,92.628623,240,107498,-30.89849048,-26.14686162
858,91.319841,240,107738,-11.108725680000003,-20.45211602
859,-487.783943,69,107807,-22.789095860000003,-20.99969106
860,101.680247,240,108047,-27.971856740000003,-21.01033751
861,415.324931,240,108287,-10.122425720000003,-17.771622999999998
862,78.603813,240,108527,-11.264446840000005,-17.80785568
863,187.649448,240,108767,-9.016028480000003,-16.731534059999998
864,62.306983,240,109007,-8.721448660000004,-17.92435081
865,59.792861,240,109247,-11.131779300000003,-18.37286343
866,312.811642,240,109487,-7.231393680000004,-17.00286481
867,113.303503,240,109727,-8.725763460000003,-11.075869090000001
868,108.831483,240,109967,-10.929470520000002,-6.10627667
869,178.293567,240,110207,2.153264359999997,-1.4769142299999993
870,175.366223,240,110447,-4.603936940000002,-1.7181430999999998
871,-429.449218,201,110648,-4.911980580000002,-7.9709645799999995
872,177.688013,240,110888,-6.985838040000002,-7.04348234
873,-471.299404,98,110986,-20.568266979999997,-7.657910199999999
874,201.855849,240,111226,-18.16008498,-6.306715519999998
875,137.843097,240,111466,-21.67535918,-7.947957729999998
876,79.552852,240,111706,-10.476121480000002,-8.68289482
877,-475.773391,64,111770,-21.870118440000002,-15.211938599999998
878,191.455138,240,112010,-8.36685182,-14.532030809999998
879,70.472906,240,112250,-8.79422326,-14.797962969999999
880,-476.715175,78,112328,-20.20152684,-14.832092009999998
881,-332.19881,202,112530,-30.77369288,-19.011730869999997
882,91.90077,240,112770,-30.686201460000003,-13.439679739999997
883,182.57899,240,113010,-21.399915339999996,-12.495352359999996
884,-474.349168,70,113080,-32.232935659999995,-19.07317681
885,185.43333,240,113320,-30.163706920000003,-12.415275809999999
886,52.119738,240,113560,-32.59048538,-13.570116279999997
887,168.598924,240,113800,-33.151864960000005,-12.643872199999999
888,-400.758705,202,114002,-43.10595696,-18.64747589
889,205.803648,240,114242,-30.930009020000004,-8.543741539999996
890,-144.224638,148,114390,-24.451063959999995,-11.496450199999996
891,197.870291,240,114630,-24.961246080000002,-10.373899279999998
892,82.312224,240,114870,-16.22835752,-10.362426229999997
893,93.625048,240,115110,-16.28551142,-11.236661469999996
894,125.451992,240,115350,-4.463748280000001,-11.949837499999996
895,-167.815889,95,115445,-9.59277142,-15.406903019999994
896,-469.405028,68,115513,-21.0675448,-15.420743359999996
897,160.746127,240,115753,-21.326355540000005,-9.040942759999997
898,-466.342934,117,115870,-32.5073306,-14.784273249999996
899,57.166787,240,116110,-13.643143720000001,-9.752165509999998
900,79.055932,240,116350,-3.1711166400000015,-9.656298019999998
901,-409.145307,207,116557,-15.463442980000002,-14.718016879999999
902,-476.192635,114,116671,-26.8456297,-21.305482119999997
903,-252.415067,137,116808,-33.68087246,-25.882640759999994
904,-457.511135,131,116939,-33.26635272,-31.739286049999997
905,-379.633033,58,116997,-42.541679720000005,-36.42457209
906,-221.734322,183,117180,-49.466059619999996,-39.866936779999996
907,183.514005,240,117420,-47.64835198,-39.27342123
908,80.607383,240,117660,-47.862601139999995,-29.485663409999994
909,83.982428,240,117900,-36.42727372,-29.608184789999996
910,282.452788,240,118140,-32.8118229,-30.391839819999994
911,394.828349,240,118380,-33.22175454,-21.672090129999997
912,194.042415,240,118620,-30.912982500000002,-21.088714669999998
913,-263.254,92,118712,-39.93105146,-24.473539969999997
914,96.623521,240,118952,-39.244720699999995,-23.983084679999997
915,67.974957,240,119192,-39.081078780000006,-25.106429039999995
916,63.525759,240,119432,-44.06679644,-25.64909506
917,-477.989518,87,119519,-55.89265686000001,-32.30921016
918,95.264171,240,119759,-56.1640031,-33.54673681
919,-478.720821,86,119845,-69.30429086,-33.57551325
920,84.296152,240,120085,-71.12569228000001,-37.864814609999996
921,202.097477,240,120325,-58.49475838,-31.703369479999996
922,-887.374551,232,120557,-79.79600966,-43.39092385
923,-442.080782,170,120727,-79.21163722,-49.8899521
924,149.364536,240,120967,-80.26146348,-49.21077423
925,182.961116,240,121207,-79.3591031,-50.51723113999999
926,188.991127,240,121447,-77.1703376,-43.82322953999999
927,98.618158,240,121687,-65.68250662,-43.77631253
928,73.738819,240,121927,-68.036833,-38.20184241
929,92.38437,240,122167,-67.59860372000001,-38.19641349
930,119.860608,240,122407,-55.66708806,-37.93430745
931,-479.434049,81,122488,-58.61179284,-44.692742859999996
932,-453.633616,116,122604,-69.52248055999999,-50.10434100999999
933,-806.380147,199,122803,-89.3016633,-55.350789320000004
934,57.413941,240,123043,-78.66640112,-55.449668389999985
935,32.088504,240,123283,-81.73329764,-55.94850228
936,282.676204,240,123523,-77.12216832,-54.856326849999995
937,195.372577,240,123763,-76.58669526,-54.86928010999999
938,111.490462,240,124003,-66.34171192,-54.72383444
939,-241.477524,155,124158,-75.28733536,-53.10867219
940,192.216151,240,124398,-68.55851958,-46.50479176999999
941,73.186304,240,124638,-71.05219932,-48.00672269999999
942,264.131041,240,124878,-67.41582297999999,-41.822090249999995
943,113.39569,240,125118,-67.02041014000001,-41.652960779999994
944,68.609267,240,125358,-68.15726464,-36.31050646
945,118.30421,240,125598,-62.43486266,-36.01381703999999
946,111.660357,240,125838,-50.81355495999999,-35.94054987999999
947,107.753605,240,126078,-51.8734054,-36.599880469999995
948,-982.203257,62,126140,-62.19061186,-47.34897123
949,-440.505257,152,126292,-72.14405273999999,-42.893598229999995
950,204.96765,240,126532,-69.62581838,-36.398467509999996
951,-465.402261,96,126628,-70.75095746,-43.107200219999996
952,123.75784,240,126868,-58.75194796000001,-42.79878883000001
953,123.646066,240,127108,-51.230725299999996,-42.45579888
954,-355.874253,160,127268,-49.197987659999995,-41.23217019
955,196.939599,240,127508,-37.66653502,-40.104107369999994
956,105.133152,240,127748,-31.129185539999998,-40.297622579999995
957,178.656438,240,127988,-31.226336879999998,-39.437344429999996
958,81.87845,240,128228,-31.20091554,-39.531758339999996
959,299.545328,240,128468,-26.889657539999998,-31.658465629999995
960,-970.985938,83,128551,-51.95843206000001,-42.38512748
961,-907.051134,188,128739,-77.99602172,-55.60888813
962,90.373455,240,128979,-80.06940091999999,-55.491191709999995
963,204.115113,240,129219,-70.72201866,-55.32653506
964,-442.994034,134,129353,-81.51436976,-60.379545230000005
965,-921.61847,198,129551,-101.3062383,-70.19365854
966,92.977797,240,129791,-100.71719754,-72.39199699
967,-473.685119,70,129861,-100.63110955999998,-78.26188321
968,320.091068,240,130101,-96.13457162,-76.14928736
969,100.960439,240,130341,-84.54094642000001,-76.92261864
970,-430.659906,176,130517,-94.84006758000001,-82.98287993
971,158.99978,240,130757,-95.70202152,-77.09838995
972,-478.597074,73,130830,-87.52647197999998,-83.66124082
973,-206.936728,191,131021,-82.8235909,-81.01761406
974,61.08015,240,131261,-84.58927862,-82.42537105000001
975,-441.329502,196,131457,-97.07509098,-88.21709703999998
976,206.195637,240,131697,-96.73100078000002,-86.95066919000001
977,174.383618,240,131937,-95.21569158,-80.4490991
978,117.407631,240,132177,-94.34231534,-81.18957417
979,-443.79653,154,132331,-105.06593333999999,-86.33226853000001
980,284.751101,240,132571,-101.76812348,-78.71760577
981,72.849698,240,132811,-90.72244854,-74.66712069
