Episodio,Recompensa_Promedio,Desviacion_Estandar
2.080000000000000000e+04,-9.505093063186050628e+00,6.717240540705660123e-04
2.081000000000000000e+04,-9.499660512404755508e+00,1.106020805546847896e-02
2.082000000000000000e+04,-9.498301007594772472e+00,2.592889790266283967e-03
2.083000000000000000e+04,-9.513260869920678431e+00,2.087098316853719382e-03
2.084000000000000000e+04,-9.496636720374173279e+00,4.140189087297407866e-03
2.085000000000000000e+04,-9.503734120178499722e+00,2.169466168306843912e-02
2.086000000000000000e+04,-9.498036138134168027e+00,3.550679380976085042e-03
2.087000000000000000e+04,-9.491071976259583209e+00,1.887558769389396929e-02
2.088000000000000000e+04,-9.488533750390519828e+00,2.371808468561109606e-02
2.089000000000000000e+04,-9.495515633558593294e+00,3.351283221008749535e-03
2.090000000000000000e+04,-9.462176114273663785e+00,1.070917816421879110e-02
2.091000000000000000e+04,-9.498344742262869289e+00,1.464925592028976098e-02
2.092000000000000000e+04,-9.478265825494762709e+00,9.028733852471937382e-03
2.093000000000000000e+04,-9.496027909880373485e+00,1.060798026078124678e-02
2.094000000000000000e+04,-9.497792713658499864e+00,9.197282927377870010e-04
2.095000000000000000e+04,-9.518305555799528861e+00,8.196434194713830834e-03
2.096000000000000000e+04,-9.494250378204952767e+00,6.556869835454115503e-03
2.097000000000000000e+04,-9.500795983163627056e+00,9.381571855930914694e-04
2.098000000000000000e+04,-9.477940134360647306e+00,9.598930597199739623e-03
2.099000000000000000e+04,-9.483042986846832889e+00,8.374910961914672214e-03
2.100000000000000000e+04,-9.499743716768673352e+00,2.143841947066160714e-02
2.101000000000000000e+04,-9.497471223806861929e+00,2.262145896156297908e-02
2.102000000000000000e+04,-9.504362374465417318e+00,3.749321470518651722e-04
2.103000000000000000e+04,-9.501518013482744607e+00,6.568809306977563267e-03
2.104000000000000000e+04,-9.511032132262087657e+00,1.103547289736805936e-02
2.105000000000000000e+04,-9.495663448715340849e+00,1.413528050931223135e-02
2.106000000000000000e+04,-9.498112701045410944e+00,1.576734589927752950e-02
2.107000000000000000e+04,-9.454135134961518361e+00,4.034814757418292430e-02
2.108000000000000000e+04,-9.484189518595655954e+00,7.774066166348347906e-03
2.109000000000000000e+04,-9.481331850300399822e+00,4.261909216414672130e-03
2.110000000000000000e+04,-9.537740060278805387e+00,3.702284641279973698e-03
2.111000000000000000e+04,-9.509177002065385409e+00,1.145431932150398069e-02
2.112000000000000000e+04,-9.526462886766669413e+00,1.199106018874829260e-02
2.113000000000000000e+04,-9.496796625407849746e+00,3.041090962989034807e-02
2.114000000000000000e+04,-9.507911354369321444e+00,1.045998626185351554e-02
2.115000000000000000e+04,-9.503750381526604230e+00,3.601620115111892062e-03
2.116000000000000000e+04,-9.507173235319122284e+00,1.005371914388053511e-02
2.117000000000000000e+04,-9.499312664528272165e+00,2.551951090272108758e-02
2.118000000000000000e+04,-9.466357781566843599e+00,1.820694645166653913e-03
2.119000000000000000e+04,-9.487124931299081965e+00,1.575025165772458990e-02
2.120000000000000000e+04,-9.510856075684859690e+00,8.546669695206787765e-03
2.121000000000000000e+04,-9.487195948519138611e+00,5.907568801534424097e-03
2.122000000000000000e+04,-9.500412801586300304e+00,7.475260683342810353e-06
2.123000000000000000e+04,-9.482825543648473854e+00,7.458336673195731237e-03
2.124000000000000000e+04,-9.490758898814931399e+00,1.547238610062784403e-03
2.125000000000000000e+04,-9.490074718756442707e+00,1.398566128701794753e-02
2.126000000000000000e+04,-9.496128862686930461e+00,2.686913615384778353e-02
2.127000000000000000e+04,-9.505649352002530250e+00,1.598853324858851011e-02
2.128000000000000000e+04,-9.474892663688095240e+00,1.001145988894780459e-02
2.129000000000000000e+04,-9.525934920639411274e+00,2.106112344024246852e-03
2.130000000000000000e+04,-9.525826840650317706e+00,8.102381605852748692e-03
2.131000000000000000e+04,-9.507454700226238842e+00,7.984976837761337265e-03
2.132000000000000000e+04,-9.488329751880332452e+00,7.393171694078937151e-03
2.133000000000000000e+04,-9.498861461552225549e+00,9.179645025733762509e-03
2.134000000000000000e+04,-9.511724786187153668e+00,1.116898863658732921e-03
2.135000000000000000e+04,-9.470492116138615302e+00,3.103342472146053410e-03
2.136000000000000000e+04,-9.511561287739564108e+00,1.229170898633213938e-02
2.137000000000000000e+04,-9.488730448438975174e+00,2.455306083288810726e-02
2.138000000000000000e+04,-9.523295926438754222e+00,2.243101594805452237e-03
2.139000000000000000e+04,-9.518988366263281264e+00,7.611152189985759264e-03
2.140000000000000000e+04,-9.495950994273336221e+00,8.439443128641421765e-03
2.141000000000000000e+04,-9.515022494316761836e+00,4.161625139527558304e-03
2.142000000000000000e+04,-9.494052460521587022e+00,2.609507170110880736e-03
2.143000000000000000e+04,-9.499005667342723669e+00,4.264132965881017867e-03
2.144000000000000000e+04,-9.483658363683824533e+00,1.502074853511814467e-02
2.145000000000000000e+04,-9.483536241111384157e+00,4.095768924492482199e-03
2.146000000000000000e+04,-9.478986339999341482e+00,3.990544428987163883e-03
2.147000000000000000e+04,-9.485268553126754654e+00,7.316807273979542003e-03
2.148000000000000000e+04,-9.476754124287324998e+00,1.828163244170166735e-02
2.149000000000000000e+04,-9.515980787652278394e+00,1.336224022059351313e-02
2.150000000000000000e+04,-9.474772452693384750e+00,1.051002791931665570e-02
2.151000000000000000e+04,-9.519812790680219905e+00,1.179828949075822919e-02
2.152000000000000000e+04,-9.500608407060838090e+00,1.688600258032391110e-02
2.153000000000000000e+04,-9.513910092837097210e+00,1.007332620967815728e-02
2.154000000000000000e+04,-9.482517351024329244e+00,5.582005821857194405e-03
2.155000000000000000e+04,-9.513400017588219626e+00,1.044823984189413579e-02
2.156000000000000000e+04,-9.516440695786704040e+00,1.026430765243979693e-02
2.157000000000000000e+04,-9.492780518914463173e+00,2.247831975770608892e-03
2.158000000000000000e+04,-9.498903077740564527e+00,9.374905056230176115e-03
2.159000000000000000e+04,-9.482084269648165531e+00,1.854293893447600539e-02
2.160000000000000000e+04,-9.497064113119112250e+00,1.947390602249488012e-02
2.161000000000000000e+04,-9.490235753001240226e+00,2.893819691626386970e-02
2.162000000000000000e+04,-9.477024630572621788e+00,2.561841673530640406e-02
2.163000000000000000e+04,-9.511802309322828108e+00,2.314923461389017945e-02
2.164000000000000000e+04,-9.483387644989715426e+00,2.303353474930691647e-02
2.165000000000000000e+04,-9.497950520168807031e+00,4.237424842787440582e-03
2.166000000000000000e+04,-9.493702457894075408e+00,1.669929249802670768e-02
2.167000000000000000e+04,-9.498002842385449895e+00,7.410326845438852672e-03
2.168000000000000000e+04,-9.487176059987421084e+00,1.342445504877964879e-02
2.169000000000000000e+04,-9.524289144965827347e+00,1.450990989823974786e-02
2.170000000000000000e+04,-9.464250357238746858e+00,8.696216922504440561e-03
2.171000000000000000e+04,-9.470562929721157985e+00,1.225028828059748776e-03
2.172000000000000000e+04,-9.496883176143692040e+00,4.154285777897115395e-03
2.173000000000000000e+04,-9.495907900662894363e+00,4.857457609066528903e-04
2.174000000000000000e+04,-9.485339700342141356e+00,4.491689244104257739e-03
2.175000000000000000e+04,-9.521136395369762084e+00,8.747151682279685758e-03
2.176000000000000000e+04,-9.526328263153569509e+00,4.971400903952094552e-03
2.177000000000000000e+04,-9.518846924515500518e+00,1.757291715525166609e-02
2.178000000000000000e+04,-9.497653039709206269e+00,9.669870024717752699e-04
2.179000000000000000e+04,-9.477072357778240530e+00,7.733715278695818540e-03
2.180000000000000000e+04,-9.477133541234948666e+00,2.287718759507040289e-02
2.181000000000000000e+04,-9.496446059664506834e+00,2.844389784129308651e-02
2.182000000000000000e+04,-9.483714724578920396e+00,7.142202168370026527e-03
2.183000000000000000e+04,-9.483523608392967930e+00,1.636767061616328789e-02
2.184000000000000000e+04,-9.488514557339225775e+00,5.046705928084094239e-03
2.185000000000000000e+04,-9.513232680968259913e+00,1.070887030365419434e-02
2.186000000000000000e+04,-9.510185474497401259e+00,5.656217406247776580e-03
2.187000000000000000e+04,-9.513605839651493312e+00,5.529481712152950479e-03
2.188000000000000000e+04,-9.504896490680904364e+00,7.775202427231064917e-03
2.189000000000000000e+04,-9.503071611789669859e+00,8.725789613102108433e-03
2.190000000000000000e+04,-9.513117320562363588e+00,1.526413279411364954e-02
2.191000000000000000e+04,-9.499753333820400769e+00,6.097303777717222317e-03
2.192000000000000000e+04,-9.502582936378278333e+00,1.250884662332651942e-02
2.193000000000000000e+04,-9.500851568347592035e+00,2.030381936702596590e-02
2.194000000000000000e+04,-9.514907967037659731e+00,1.268660321663439561e-02
2.195000000000000000e+04,-9.489753702501824151e+00,1.594403903027163949e-02
2.196000000000000000e+04,-9.509754284628275656e+00,1.360327496826752025e-02
2.197000000000000000e+04,-9.503215900198089372e+00,1.454916221605984106e-03
2.198000000000000000e+04,-9.484710729546268482e+00,1.713137697331834630e-02
2.199000000000000000e+04,-9.490101197284513290e+00,5.915495082700061857e-04
2.200000000000000000e+04,-9.490996760833194656e+00,3.986079384604046538e-03
2.201000000000000000e+04,-9.503073724620314522e+00,7.406958196298774055e-05
2.202000000000000000e+04,-9.486671932406681051e+00,2.739117452067496572e-02
2.203000000000000000e+04,-9.509990617075921193e+00,1.380326132926512628e-02
2.204000000000000000e+04,-9.493221668506752309e+00,2.898616289286337633e-03
2.205000000000000000e+04,-9.487387969968427370e+00,5.794532455243306401e-03
2.206000000000000000e+04,-9.505254518262967522e+00,5.248315069513509457e-03
2.207000000000000000e+04,-9.497680674287959590e+00,2.193883789526918093e-02
2.208000000000000000e+04,-9.508891000678509897e+00,1.518790574147388384e-03
2.209000000000000000e+04,-9.501849542163679274e+00,2.513197832510716268e-02
2.210000000000000000e+04,-9.502135704788784665e+00,1.452620642311597265e-02
2.211000000000000000e+04,-9.498513563651041380e+00,3.051840029924868247e-03
2.212000000000000000e+04,-9.503602715404682044e+00,3.103854078730705623e-03
2.213000000000000000e+04,-9.494758538926619806e+00,4.696219475606611127e-03
2.214000000000000000e+04,-9.516265031338090097e+00,5.393454937170361063e-03
2.215000000000000000e+04,-9.473752823668748491e+00,1.808156487367895693e-02
2.216000000000000000e+04,-9.511541282039654988e+00,9.290879763334203290e-03
2.217000000000000000e+04,-9.514018865076566911e+00,1.157353853345632899e-02
2.218000000000000000e+04,-9.496118949056153724e+00,1.894384694398620894e-02
2.219000000000000000e+04,-9.508207345732808236e+00,1.361211997978806210e-02
2.220000000000000000e+04,-9.502828742125497996e+00,8.401867847033450687e-03
2.221000000000000000e+04,-9.507766745862792135e+00,1.826372304997025964e-02
2.222000000000000000e+04,-9.498647557754066995e+00,2.058048963941949694e-02
2.223000000000000000e+04,-9.458037539844770691e+00,6.704219238664599345e-03
2.224000000000000000e+04,-9.498611718180763219e+00,8.188326651646704590e-03
2.225000000000000000e+04,-9.505736390550755033e+00,8.967575046519016269e-03
2.226000000000000000e+04,-9.508717933747757201e+00,1.223843914089250973e-03
2.227000000000000000e+04,-9.494806937902925625e+00,6.488265211488375428e-03
2.228000000000000000e+04,-9.505042468904601805e+00,2.588860107642076969e-02
2.229000000000000000e+04,-9.491749944469905387e+00,8.870202627498713355e-03
2.230000000000000000e+04,-9.500580216916336695e+00,4.911743111966515585e-03
2.231000000000000000e+04,-9.470436128676023912e+00,2.103380710267721554e-03
2.232000000000000000e+04,-9.481375608920183495e+00,1.816603360106050502e-02
2.233000000000000000e+04,-9.491958232122986061e+00,1.764389492333151566e-02
2.234000000000000000e+04,-9.531492255852860751e+00,1.718757395882519745e-02
2.235000000000000000e+04,-9.483965050082002080e+00,1.468104447506224375e-02
2.236000000000000000e+04,-9.489903673591877364e+00,1.717361492966418268e-03
2.237000000000000000e+04,-9.471433727601908714e+00,1.319077314588756877e-02
2.238000000000000000e+04,-9.492941611920578282e+00,1.307199438560502358e-05
2.239000000000000000e+04,-9.503561392365433846e+00,2.575213529897091291e-03
2.240000000000000000e+04,-9.497070032753835989e+00,3.093459729264491642e-02
2.241000000000000000e+04,-9.504806597788178379e+00,3.956339776453710044e-03
2.242000000000000000e+04,-9.482301406522349652e+00,2.351403190625145356e-02
2.243000000000000000e+04,-9.480207845181777060e+00,6.180838686784539959e-03
2.244000000000000000e+04,-9.498348817137422628e+00,1.124084194170027473e-02
2.245000000000000000e+04,-9.527094035276091333e+00,7.666557484389713295e-03
2.246000000000000000e+04,-9.476746676200033193e+00,1.189294711600119570e-03
2.247000000000000000e+04,-9.464445478169507098e+00,6.574376106643242679e-03
2.248000000000000000e+04,-9.497919705107019439e+00,8.720251025391867472e-03
2.249000000000000000e+04,-9.472824818148055215e+00,1.092038975346110163e-02
2.250000000000000000e+04,-9.510926518982493860e+00,7.224010083124454695e-03
2.251000000000000000e+04,-9.505984306107096771e+00,4.277673669470516415e-04
2.252000000000000000e+04,-9.477886235989490871e+00,3.843010330126794827e-03
2.253000000000000000e+04,-9.506363096213551245e+00,1.163948692925842465e-02
2.254000000000000000e+04,-9.500873901314033532e+00,4.797866199275802046e-03
2.255000000000000000e+04,-9.505102889513882047e+00,1.637989253624461128e-03
2.256000000000000000e+04,-9.489210423248525927e+00,2.472788238658640836e-02
2.257000000000000000e+04,-9.508652423562841349e+00,1.556030508869099549e-03
2.258000000000000000e+04,-9.490446896145797950e+00,1.892661494532266175e-02
2.259000000000000000e+04,-9.505925727377077195e+00,1.121668641268769306e-02
2.260000000000000000e+04,-9.500707935532762605e+00,1.603419505050229787e-02
2.261000000000000000e+04,-9.497791463500828257e+00,6.262363047127017524e-03
2.262000000000000000e+04,-9.463831828178388861e+00,9.702589729447375078e-03
2.263000000000000000e+04,-9.518748509226240273e+00,9.816053466389362825e-03
2.264000000000000000e+04,-9.512128593610130523e+00,3.282875930260331643e-03
2.265000000000000000e+04,-9.506381090681188084e+00,5.487102056078718704e-03
2.266000000000000000e+04,-9.493095016569153444e+00,6.406271899528803715e-03
2.267000000000000000e+04,-9.493276676766960520e+00,1.225987180978460600e-02
2.268000000000000000e+04,-9.506573039725090268e+00,6.716324684590269101e-03
2.269000000000000000e+04,-9.528472953080237673e+00,2.663314762603796737e-02
2.270000000000000000e+04,-9.492852595910932223e+00,7.687455461440784177e-03
2.271000000000000000e+04,-9.500997987212018714e+00,1.307772764433856594e-02
2.272000000000000000e+04,-9.478554851216753008e+00,2.371949859782418457e-02
2.273000000000000000e+04,-9.469190518562861314e+00,5.463812357190178659e-03
2.274000000000000000e+04,-9.522649788780363167e+00,1.958967762216268227e-03
2.275000000000000000e+04,-9.505423179563608826e+00,1.680720990927575542e-02
2.276000000000000000e+04,-9.510667845039034063e+00,1.019514380696140421e-02
2.277000000000000000e+04,-9.487725878523573186e+00,2.602312378625626366e-04
2.278000000000000000e+04,-9.499425286418020420e+00,6.694179846196135486e-03
2.279000000000000000e+04,-9.500798630706309922e+00,1.292171171789124884e-02
2.280000000000000000e+04,-9.497360857267743484e+00,1.439045286309248439e-02
2.281000000000000000e+04,-9.501198349250735475e+00,2.719856221987004830e-02
2.282000000000000000e+04,-9.490953487029479163e+00,2.883328388675199250e-02
2.283000000000000000e+04,-9.482567276646625132e+00,2.309778847133259205e-02
2.284000000000000000e+04,-9.522757513113752736e+00,1.187554675105673141e-03
2.285000000000000000e+04,-9.483704780384840660e+00,2.419866061213582498e-02
2.286000000000000000e+04,-9.486935982094838238e+00,1.019250285937634004e-02
2.287000000000000000e+04,-9.473838717408455068e+00,1.061281157373183959e-02
2.288000000000000000e+04,-9.495154125604969408e+00,1.197206237417791641e-02
2.289000000000000000e+04,-9.488200864098507381e+00,9.260274587289174519e-03
2.290000000000000000e+04,-9.512485200616275449e+00,2.198866761527362712e-03
2.291000000000000000e+04,-9.494091654297207583e+00,2.027057812762933509e-02
2.292000000000000000e+04,-9.491968493545883234e+00,2.858134745021168044e-03
2.293000000000000000e+04,-9.512787378471269761e+00,3.266399581221435255e-03
2.294000000000000000e+04,-9.517257425545844640e+00,9.295464048333812457e-03
2.295000000000000000e+04,-9.495130772677706332e+00,1.028175719458346293e-02
2.296000000000000000e+04,-9.524600142041904860e+00,3.330513203073870443e-03
2.297000000000000000e+04,-9.496702901662860796e+00,2.010106118749543924e-02
2.298000000000000000e+04,-9.463948385859630719e+00,1.693485103653014079e-02
2.299000000000000000e+04,-9.502848907726406225e+00,5.911123166735698931e-03
2.300000000000000000e+04,-9.483053991059815502e+00,1.746057252913235658e-02
2.301000000000000000e+04,-9.506585084235435801e+00,4.575836469402183582e-03
2.302000000000000000e+04,-9.469099866327301385e+00,3.433605297316510985e-03
2.303000000000000000e+04,-9.502495012209514869e+00,1.664076758522536892e-02
2.304000000000000000e+04,-9.524469741046701188e+00,2.717148600250851587e-04
2.305000000000000000e+04,-9.493308922491646484e+00,4.595645056461705735e-03
2.306000000000000000e+04,-9.494835975257773342e+00,1.059427987738459365e-02
2.307000000000000000e+04,-9.490007760354629340e+00,3.371317805251372590e-02
2.308000000000000000e+04,-9.514658075099983847e+00,4.494714504399865973e-03
2.309000000000000000e+04,-9.478214879935293879e+00,3.720257957390415982e-02
2.310000000000000000e+04,-9.517604307321434476e+00,9.737239280159570853e-03
2.311000000000000000e+04,-9.489304040558119269e+00,1.509116419173395229e-03
2.312000000000000000e+04,-9.494456426932757154e+00,2.040821565823414119e-03
2.313000000000000000e+04,-9.489900047918743198e+00,1.210037689747167633e-02
2.314000000000000000e+04,-9.504008463876253643e+00,7.598180874399673712e-03
2.315000000000000000e+04,-9.505924785331250959e+00,9.780809001693313576e-03
2.316000000000000000e+04,-9.473659676250079542e+00,1.299707036885777711e-02
2.317000000000000000e+04,-9.483212509723092154e+00,1.729776188250209401e-02
2.318000000000000000e+04,-9.474706900832696732e+00,2.719638156404080576e-03
2.319000000000000000e+04,-9.497439632324784498e+00,2.026016619537074348e-02
2.320000000000000000e+04,-9.484670563510173125e+00,8.314732594742579863e-03
2.321000000000000000e+04,-9.490114806335846254e+00,1.935069694194524459e-02
2.322000000000000000e+04,-9.479544675050654234e+00,6.561154217724407545e-03
2.323000000000000000e+04,-9.507445899746020501e+00,2.986593228995637617e-03
2.324000000000000000e+04,-9.509699145823157451e+00,1.600489060836096655e-03
2.325000000000000000e+04,-9.493265542999862916e+00,1.879082669977272246e-02
2.326000000000000000e+04,-9.473087121711229130e+00,2.971916623845949346e-02
2.327000000000000000e+04,-9.492476643112421897e+00,1.810709091783113678e-02
2.328000000000000000e+04,-9.483404343723606189e+00,1.404387632826153975e-02
2.329000000000000000e+04,-9.502895160284678511e+00,1.968083091490591130e-02
2.330000000000000000e+04,-9.502147351624952165e+00,1.419741751015379805e-02
2.331000000000000000e+04,-9.502823478664335966e+00,1.454039285209329790e-02
2.332000000000000000e+04,-9.478560034552272029e+00,1.080827147964491530e-02
2.333000000000000000e+04,-9.512286142184443349e+00,1.832629511254157961e-02
2.334000000000000000e+04,-9.497444249642924774e+00,1.114904743954969746e-02
2.335000000000000000e+04,-9.501341306160000499e+00,1.235334918143049521e-02
2.336000000000000000e+04,-9.468077707514622077e+00,3.001540889270692958e-02
2.337000000000000000e+04,-9.497535717463938099e+00,6.665745039409642914e-03
2.338000000000000000e+04,-9.496248525594950252e+00,8.944368584256956467e-03
2.339000000000000000e+04,-9.500031939895192679e+00,7.401070699790679441e-03
2.340000000000000000e+04,-9.496981026018778138e+00,2.580896825533862682e-02
2.341000000000000000e+04,-9.510349283496388750e+00,1.994708524468258304e-03
2.342000000000000000e+04,-9.511191103316480877e+00,1.517201731249073759e-02
2.343000000000000000e+04,-9.516788397848348069e+00,1.048751085950616613e-02
2.344000000000000000e+04,-9.485095287139376552e+00,2.516334989860702365e-03
2.345000000000000000e+04,-9.513546061821315902e+00,1.487023193567882373e-02
2.346000000000000000e+04,-9.487963400260017721e+00,1.401138293449122330e-02
2.347000000000000000e+04,-9.505630115570721017e+00,6.020560115822526370e-03
2.348000000000000000e+04,-9.465005285134044044e+00,7.278289477821608955e-03
2.349000000000000000e+04,-9.495493077994694886e+00,6.157219802465085934e-03
2.350000000000000000e+04,-9.486204572675045910e+00,3.123783110739619673e-02
2.351000000000000000e+04,-9.500699436862273473e+00,5.011854740097021477e-03
2.352000000000000000e+04,-9.487828970104846604e+00,8.389824510303789395e-03
2.353000000000000000e+04,-9.508539251751791710e+00,1.157377473075360541e-02
2.354000000000000000e+04,-9.473251457016775845e+00,5.473545525675582724e-03
2.355000000000000000e+04,-9.483165761907599745e+00,2.320722850917533719e-02
2.356000000000000000e+04,-9.520503539958456329e+00,5.127288704427357402e-03
2.357000000000000000e+04,-9.506262640660731122e+00,9.387635372171132531e-03
2.358000000000000000e+04,-9.509048475519499277e+00,2.965195895874295218e-03
2.359000000000000000e+04,-9.482683598120058122e+00,3.091610062188010488e-02
2.360000000000000000e+04,-9.502485558697721046e+00,9.618983332598141089e-03
2.361000000000000000e+04,-9.490249670036973839e+00,7.849673572786208808e-03
2.362000000000000000e+04,-9.509024531631567356e+00,6.255356820829227615e-03
2.363000000000000000e+04,-9.498390149309699382e+00,7.525671231264574601e-03
2.364000000000000000e+04,-9.511354589637637247e+00,6.151985118129310592e-03
2.365000000000000000e+04,-9.505227064168987994e+00,1.489197986597723400e-02
2.366000000000000000e+04,-9.482679288162275455e+00,1.424435168741489122e-02
2.367000000000000000e+04,-9.508004818707348704e+00,1.543111180214218336e-03
2.368000000000000000e+04,-9.522081938027357140e+00,1.172468009675675660e-02
2.369000000000000000e+04,-9.464755774007642231e+00,3.295682642727726375e-04
2.370000000000000000e+04,-9.507245749217561936e+00,2.593604827406892355e-03
2.371000000000000000e+04,-9.509750568463331888e+00,1.307352243413983928e-02
2.372000000000000000e+04,-9.485823112204109009e+00,9.059983108578251176e-03
2.373000000000000000e+04,-9.497722643267476172e+00,7.802664835765860118e-03
2.374000000000000000e+04,-9.481504612471237436e+00,1.816085905643394227e-02
2.375000000000000000e+04,-9.494162316777185140e+00,5.998410000278119568e-03
2.376000000000000000e+04,-9.506502092530219272e+00,2.682761795430810281e-02
2.377000000000000000e+04,-9.494444332299387668e+00,1.167090342858312368e-02
2.378000000000000000e+04,-9.500595073273728985e+00,1.170510270656066609e-02
2.379000000000000000e+04,-9.500734973765284863e+00,2.098553878512987581e-03
2.380000000000000000e+04,-9.502812463669464194e+00,5.649362767674581676e-03
2.381000000000000000e+04,-9.483495897738269065e+00,8.897338875005544878e-03
2.382000000000000000e+04,-9.515564915160455328e+00,1.817798802894365906e-02
2.383000000000000000e+04,-9.511096612685747687e+00,3.090954463279338427e-03
2.384000000000000000e+04,-9.485281040329756053e+00,2.962095126832675618e-02
2.385000000000000000e+04,-9.490317589627331074e+00,2.250983130622685735e-02
2.386000000000000000e+04,-9.461762358164172326e+00,1.404485307009650796e-02
2.387000000000000000e+04,-9.520346927348192878e+00,9.211107992543432488e-03
2.388000000000000000e+04,-9.490773954603366036e+00,3.589097135205499001e-03
2.389000000000000000e+04,-9.477593288051789244e+00,7.309080142106516575e-03
2.390000000000000000e+04,-9.487623105567060122e+00,2.044597931651459533e-03
2.391000000000000000e+04,-9.471808007722941625e+00,1.064844640329720704e-02
2.392000000000000000e+04,-9.500722056198188881e+00,5.429928659832050641e-03
2.393000000000000000e+04,-9.513924482645585101e+00,1.412178027732213792e-02
2.394000000000000000e+04,-9.484283049628954743e+00,6.237679138124008205e-03
2.395000000000000000e+04,-9.509312082781056219e+00,7.492561337027581203e-03
2.396000000000000000e+04,-9.507274752128704876e+00,1.073765194736786555e-02
2.397000000000000000e+04,-9.499968288228741287e+00,2.245797468581933742e-02
2.398000000000000000e+04,-9.495525806374004674e+00,6.621389207349892558e-03
2.399000000000000000e+04,-9.497344052456467622e+00,1.157317426416781814e-03
2.400000000000000000e+04,-9.483324847505496535e+00,1.621473928658279107e-02
2.401000000000000000e+04,-9.513021399647756837e+00,1.133877807007444005e-02
2.402000000000000000e+04,-9.513195956431328426e+00,1.713703975217217845e-02
2.403000000000000000e+04,-9.481353965954678387e+00,2.754605555852940313e-03
2.404000000000000000e+04,-9.508372959131424551e+00,2.608122248069033589e-02
2.405000000000000000e+04,-9.498659099950938156e+00,1.279004611224543453e-03
2.406000000000000000e+04,-9.544521110204513548e+00,1.555308033866609208e-02
2.407000000000000000e+04,-9.493654712796232076e+00,7.040220190133616995e-03
2.408000000000000000e+04,-9.516255107332673546e+00,7.459327583303476672e-03
2.409000000000000000e+04,-9.496266567656141078e+00,1.753858005663921915e-02
2.410000000000000000e+04,-9.496496067349980308e+00,5.266524670237693329e-03
2.411000000000000000e+04,-9.494992616268085328e+00,6.208853386856283407e-03
2.412000000000000000e+04,-9.507685889454034367e+00,2.622846074273432748e-03
2.413000000000000000e+04,-9.492541370566051739e+00,8.489506893885057082e-03
2.414000000000000000e+04,-9.512745167457749673e+00,9.622211023765814275e-03
2.415000000000000000e+04,-9.500331572890804210e+00,4.064611249675387228e-03
2.416000000000000000e+04,-9.496243630326652863e+00,1.170943357757270320e-02
2.417000000000000000e+04,-9.489978809180900754e+00,2.386158965536200327e-02
2.418000000000000000e+04,-9.522583561280036690e+00,5.874650942160108968e-03
2.419000000000000000e+04,-9.500036175447355902e+00,2.031965744073449542e-02
2.420000000000000000e+04,-9.512145062300518816e+00,1.534846876942808080e-02
2.421000000000000000e+04,-9.496420194363771827e+00,2.192217329725743014e-03
2.422000000000000000e+04,-9.507423023065534551e+00,6.191029256408242532e-04
2.423000000000000000e+04,-9.480264879764710884e+00,2.878523030161339591e-02
2.424000000000000000e+04,-9.511644375659134454e+00,4.966269535298550863e-03
2.425000000000000000e+04,-9.507902040295874713e+00,2.152304677789373955e-03
2.426000000000000000e+04,-9.503217814648255768e+00,9.234826779405125308e-03
2.427000000000000000e+04,-9.518838298353330174e+00,4.047292749145725566e-03
2.428000000000000000e+04,-9.470145772254483063e+00,9.746889967027883017e-03
2.429000000000000000e+04,-9.491829353034006544e+00,3.177349180101707304e-03
2.430000000000000000e+04,-9.497041903370250893e+00,1.986566330852923556e-03
2.431000000000000000e+04,-9.493956547107135435e+00,5.884654474257899892e-03
2.432000000000000000e+04,-9.502847743422737636e+00,2.389014918849508007e-02
2.433000000000000000e+04,-9.477904233907448628e+00,2.347076661664271313e-02
2.434000000000000000e+04,-9.504860357208888999e+00,3.766607426071466591e-02
2.435000000000000000e+04,-9.506788550458448839e+00,1.341650519529391516e-02
2.436000000000000000e+04,-9.494932731900950884e+00,3.062322366387704164e-03
2.437000000000000000e+04,-9.496024530457145119e+00,7.350155516463452443e-03
2.438000000000000000e+04,-9.483167873174743079e+00,2.499335487905263165e-03
2.439000000000000000e+04,-9.514883374027530039e+00,3.285450309604254215e-02
2.440000000000000000e+04,-9.498057499041774321e+00,8.097864564479806404e-03
2.441000000000000000e+04,-9.490853107280004863e+00,1.325111907073228679e-02
2.442000000000000000e+04,-9.490912271598812566e+00,6.931567829631113398e-03
2.443000000000000000e+04,-9.510861552771451954e+00,2.462133464864457721e-03
2.444000000000000000e+04,-9.476058202262663599e+00,6.873553857724701288e-03
2.445000000000000000e+04,-9.497185808475524738e+00,2.087831780672200210e-02
2.446000000000000000e+04,-9.497888831554963218e+00,2.264255446100982283e-03
2.447000000000000000e+04,-9.501781163975124400e+00,1.740856202764096139e-02
2.448000000000000000e+04,-9.500221899215102184e+00,5.969707146143754528e-03
2.449000000000000000e+04,-9.499359247022475472e+00,1.072566519419915210e-02
2.450000000000000000e+04,-9.498340530701113948e+00,1.352585194623134868e-02
2.451000000000000000e+04,-9.477559932514107999e+00,2.992724819400649494e-02
2.452000000000000000e+04,-9.523686154297905659e+00,3.201776870231043404e-03
2.453000000000000000e+04,-9.496486430354361019e+00,3.215651989556533863e-04
2.454000000000000000e+04,-9.497754181045074517e+00,5.088960581494994528e-03
2.455000000000000000e+04,-9.525450879573142515e+00,1.013700666864547628e-02
2.456000000000000000e+04,-9.505074416610943544e+00,4.297380194904221185e-03
