Step,Reward,Optimal action (%)
638,0.026999916935374523,0.105
639,-0.05726298097363908,0.094
640,0.0003418164789149169,0.094
641,-0.03440852322563828,0.103
642,-0.03975635846585311,0.09
643,0.04524609076859248,0.113
644,-0.011130429812950753,0.0955
645,0.042752677887458124,0.1145
646,0.007515171297410725,0.1075
647,-0.01966115973054085,0.0895
648,0.003658861788638347,0.0955
649,-0.0330900630876809,0.0965
650,-0.015854203041138677,0.1045
651,0.08002694137731425,0.1105
652,-0.03453217272065903,0.0905
653,0.007763015888464147,0.105
654,0.018761306705804483,0.1125
655,0.009067232788395607,0.0935
656,0.0036134988809035417,0.104
657,-0.01172139460755373,0.0935
658,-0.009362803506203754,0.1095
659,0.07887784460044417,0.118
660,-0.003182582085585086,0.0945
661,-0.01241809570063707,0.104
662,-0.003936543135668303,0.099
663,0.054679953893944123,0.103
664,0.02371466538983164,0.088
665,-0.04945550896200462,0.098
666,-0.05741729707981415,0.087
667,-0.01976161558934372,0.097
668,0.01325160590321534,0.0975
669,-0.010006964653365863,0.099
670,-0.01072206799188161,0.0945
671,-0.015306068643296884,0.1025
672,-0.00023153652424150168,0.1
673,-0.050498512071920215,0.101
674,0.020454250591741434,0.101
675,-0.00663804273287211,0.1025
676,0.03747164968933232,0.1095
677,0.05261756981493001,0.0975
678,-0.01957791588679521,0.0955
679,-0.0015236047416235582,0.109
680,-0.008270551716309832,0.11
681,0.06953742042243195,0.0985
682,0.029414407471066217,0.0935
683,-0.0012883835687426115,0.095
684,-0.00817517135813286,0.096
685,0.06261704850613861,0.1015
686,0.044362477892897725,0.0995
687,0.03861333861122869,0.1025
688,0.01185930776375324,0.1055
689,-0.008533064416343685,0.0965
690,0.031249254948157765,0.1025
691,0.0511942735595464,0.116
692,0.00590499991111379,0.0935
693,0.003021931006678399,0.095
694,-0.019825926941220866,0.0925
695,-0.012451355052841857,0.097
696,-0.024478737511217513,0.094
697,0.036353290675396395,0.0855
698,-0.02456605616926763,0.1065
699,0.0673786132885936,0.101
700,-0.004631155527450095,0.0955
701,0.006633218008057586,0.106
702,-0.004319128790207687,0.0985
703,-0.02104128499034371,0.088
704,-0.0518613491746096,0.1
705,0.08028335615542917,0.1065
706,-0.012230778117976219,0.1075
707,-0.024147542398396674,0.1025
708,-0.021630627913464776,0.083
709,-0.032210147084076435,0.1065
710,-0.015172944625459771,0.0965
711,-0.018104163678230516,0.0945
712,0.03462164041447597,0.103
713,-0.0414079310252207,0.0845
714,0.03507910522345584,0.0955
715,-0.015317321240871816,0.1
716,-0.007405790767385162,0.105
717,0.009718943571500672,0.0955
718,-0.007761833890975484,0.103
719,0.008374853286309276,0.1015
720,-0.033092795814821004,0.091
721,0.03184742328483594,0.112
722,0.04080008283853497,0.1125
723,-0.03564030232541685,0.095
724,-0.00562422411126824,0.102
725,-0.035953062343846445,0.1065
726,-0.0022317984753117024,0.099
727,-0.0085371314410961,0.0935
728,-0.023209798876110993,0.0935
729,0.09257771911159433,0.1065
730,0.018743789256610036,0.0985
731,0.02693595168251692,0.104
732,0.005027928992189035,0.097
733,0.014703959611596871,0.1085
734,0.01572279901495792,0.11
735,-0.03148096262757936,0.0995
736,0.04880773022640446,0.108
737,0.03188470721230368,0.1115
738,-0.00737001726360268,0.1055
739,0.0028825927089719365,0.1035
740,0.006180820341913821,0.099
741,0.008268706786551672,0.098
742,-0.026995976937990766,0.094
743,-0.04565776887551061,0.0905
744,0.03137367945204748,0.1045
745,-0.012028499896447319,0.096
746,0.012115102345448788,0.094
747,-0.03480524719955223,0.105
748,-0.04567955391829095,0.098
749,0.022275907231822517,0.0985
750,-0.04087869861855546,0.0935
751,-0.03486568499525027,0.1045
752,0.0008624013919418383,0.1015
753,0.0025979068575198673,0.1005
754,-0.017383909665999762,0.0895
755,-0.030010930946009182,0.1015
756,0.053308437773067,0.1085
757,0.03209321336098861,0.111
758,0.044908536621785,0.099
759,-0.024208246432365313,0.0965
760,0.026568476799294836,0.0995
761,0.006489048193767366,0.095
762,0.012364632513267339,0.1055
763,-0.07279316353406833,0.087
764,-0.008106103609236045,0.0975
765,-0.03702950767510995,0.1005
766,-0.008825720995426044,0.107
767,-0.026334095740630423,0.101
768,-0.005572228117826433,0.0975
769,0.0037384463175349466,0.102
770,0.033721746262099055,0.1055
771,0.020308523333100455,0.101
772,0.006058367371443134,0.109
773,-0.006516911879949523,0.1135
774,-0.03241267979625963,0.091
775,-0.009673788194305543,0.097
776,-0.014356123561208634,0.101
777,0.029005259176313903,0.1035
778,-0.060581999226203484,0.0955
779,-0.013963135762990402,0.087
780,-0.000599575018334427,0.095
781,-0.020141102728147755,0.1035
782,0.02118949067054034,0.1025
783,0.05274795264640531,0.1045
784,-0.03588614060605632,0.0935
785,-0.0329373087908083,0.1035
786,-0.028433388278572756,0.1025
787,0.0335799220710401,0.11
788,-0.042298950433263746,0.0915
789,0.0054287864816622245,0.1015
790,-0.06812499446446002,0.103
791,0.00026417818867312867,0.1075
792,-0.010036579302180946,0.1095
793,-0.07179767691124737,0.1065
794,-0.01701419883133373,0.107
795,-0.05165801018094417,0.0995
796,-0.011226385053263472,0.101
797,0.008635940377818466,0.1165
798,-0.009573194768251223,0.095
799,-0.0239138526422366,0.1035
800,0.02179937605961611,0.1065
801,0.05177165293170157,0.105
802,0.007515024259485085,0.1035
803,0.00019184092071027062,0.0895
804,0.017367008187649604,0.104
805,-0.013959328056740453,0.098
806,-0.02537619038323745,0.1005
807,-0.012939079365859557,0.104
808,-0.05787568912930589,0.0945
809,-0.03382724375531474,0.103
810,-0.0053116664045738055,0.094
811,-0.02366042504770375,0.088
812,0.04180128577434072,0.128
813,0.006895618289585447,0.103
814,-0.032644491387121534,0.0875
815,-0.01548036363746976,0.097
816,0.028595282378426234,0.0995
