#{"t_start": 1748400755.5604846, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.011306
-200.0,200,0.020581
-200.0,200,0.029875
-200.0,200,0.03911
-200.0,200,0.04835
-200.0,200,0.129695
-200.0,200,0.206672
-200.0,200,0.28329
-200.0,200,0.358889
-200.0,200,0.437152
-200.0,200,0.515212
-200.0,200,0.592498
-200.0,200,0.666563
-200.0,200,0.743264
-200.0,200,0.821553
-200.0,200,0.899385
-200.0,200,0.979803
-200.0,200,1.058816
-200.0,200,1.139384
-200.0,200,1.222716
-200.0,200,1.307022
-200.0,200,1.390068
-200.0,200,1.481669
-200.0,200,1.570795
-200.0,200,1.658003
-200.0,200,1.752987
-200.0,200,1.837969
-200.0,200,1.92303
-200.0,200,2.009208
-200.0,200,2.095591
-200.0,200,2.183186
-200.0,200,2.269055
-200.0,200,2.353382
-200.0,200,2.438818
-200.0,200,2.526488
-200.0,200,2.618395
-200.0,200,2.708925
-200.0,200,2.801511
-200.0,200,2.891572
-200.0,200,2.985162
-200.0,200,3.073663
-200.0,200,3.161758
-200.0,200,3.252158
-200.0,200,3.342683
-200.0,200,3.431352
-200.0,200,3.524909
-200.0,200,3.61764
-200.0,200,3.701447
-200.0,200,3.791152
-200.0,200,3.883243
-200.0,200,3.976148
-200.0,200,4.065706
-200.0,200,4.171319
-200.0,200,4.265771
-200.0,200,4.358046
-200.0,200,4.4498
-200.0,200,4.539975
-200.0,200,4.631539
-200.0,200,4.721866
-200.0,200,4.811777
-200.0,200,4.902787
-200.0,200,4.991323
-200.0,200,5.079037
-200.0,200,5.167454
-200.0,200,5.255174
-200.0,200,5.340255
-200.0,200,5.431138
-200.0,200,5.522758
-200.0,200,5.612056
-200.0,200,5.699534
-200.0,200,5.802334
-200.0,200,5.891782
-200.0,200,5.986372
-200.0,200,6.087734
-200.0,200,6.18008
-200.0,200,6.274785
-200.0,200,6.367061
-200.0,200,6.457993
-200.0,200,6.549894
-200.0,200,6.639528
-200.0,200,6.734477
-200.0,200,6.825068
-200.0,200,6.920195
-200.0,200,7.015554
-200.0,200,7.110466
-200.0,200,7.206293
-200.0,200,7.295636
-200.0,200,7.38965
-200.0,200,7.482848
-200.0,200,7.580226
-200.0,200,7.676218
-200.0,200,7.76999
-200.0,200,7.867439
-200.0,200,7.96985
-200.0,200,8.065428
-173.0,173,8.151622
-200.0,200,8.246195
-200.0,200,8.338664
-200.0,200,8.430614
-200.0,200,8.524601
-200.0,200,8.628643
-200.0,200,8.72586
-200.0,200,8.836201
-200.0,200,8.93552
-200.0,200,9.032036
-200.0,200,9.150042
-200.0,200,9.250547
-200.0,200,9.351965
-200.0,200,9.454427
-200.0,200,9.548703
-200.0,200,9.649595
-200.0,200,9.748089
-200.0,200,9.851041
-200.0,200,9.94855
-200.0,200,10.046975
-200.0,200,10.146065
-200.0,200,10.24873
-200.0,200,10.350295
-200.0,200,10.446511
-200.0,200,10.545977
-200.0,200,10.657499
-200.0,200,10.800764
-200.0,200,10.897412
-200.0,200,11.012448
-200.0,200,11.120475
-200.0,200,11.224757
-200.0,200,11.326619
-200.0,200,11.429139
-200.0,200,11.53424
-200.0,200,11.632366
-200.0,200,11.743418
-200.0,200,11.851614
-200.0,200,11.958454
-200.0,200,12.064938
-200.0,200,12.176428
-200.0,200,12.278309
-200.0,200,12.397781
-200.0,200,12.503403
-200.0,200,12.622203
-200.0,200,12.723795
-200.0,200,12.834705
-200.0,200,12.936634
-200.0,200,13.043802
-200.0,200,13.148254
-200.0,200,13.248558
-200.0,200,13.350385
-200.0,200,13.45531
-200.0,200,13.57417
-200.0,200,13.673071
-200.0,200,13.781258
-200.0,200,13.883257
-164.0,164,13.978443
-200.0,200,14.092255
-200.0,200,14.194889
-200.0,200,14.299668
-200.0,200,14.40414
-200.0,200,14.534865
-200.0,200,14.635636
-200.0,200,14.739624
-200.0,200,14.854536
-200.0,200,14.955141
-200.0,200,15.054394
-200.0,200,15.158258
-200.0,200,15.260613
-200.0,200,15.361651
-200.0,200,15.462233
-200.0,200,15.563545
-200.0,200,15.666269
-200.0,200,15.767874
-200.0,200,15.872499
-200.0,200,15.975269
-200.0,200,16.078866
-200.0,200,16.191563
-200.0,200,16.29745
-200.0,200,16.400858
-200.0,200,16.505283
-200.0,200,16.607285
-200.0,200,16.709562
-200.0,200,16.810556
-200.0,200,16.909596
-200.0,200,17.01391
-200.0,200,17.116271
-200.0,200,17.220365
-200.0,200,17.323624
-200.0,200,17.427744
-200.0,200,17.52811
-200.0,200,17.629878
-200.0,200,17.73113
-200.0,200,17.832818
-200.0,200,17.931382
-200.0,200,18.035689
-200.0,200,18.134505
-200.0,200,18.234829
-200.0,200,18.335715
-200.0,200,18.434974
-200.0,200,18.536558
-200.0,200,18.637178
-200.0,200,18.739717
-200.0,200,18.840258
-200.0,200,18.942953
-200.0,200,19.046256
-200.0,200,19.147386
-200.0,200,19.251706
-200.0,200,19.353572
-200.0,200,19.451584
-200.0,200,19.554618
-200.0,200,19.666221
-200.0,200,19.769244
-200.0,200,19.86646
-200.0,200,19.972111
-200.0,200,20.081404
-200.0,200,20.183113
-200.0,200,20.282516
-200.0,200,20.385846
-200.0,200,20.486989
-200.0,200,20.587277
-200.0,200,20.688531
-200.0,200,20.788961
-200.0,200,20.89052
-200.0,200,20.993586
-200.0,200,21.094842
-200.0,200,21.198322
-200.0,200,21.299255
-200.0,200,21.40121
-200.0,200,21.507289
-200.0,200,21.610626
-200.0,200,21.710272
-200.0,200,21.810617
-200.0,200,21.912296
-200.0,200,22.01671
-200.0,200,22.1183
-200.0,200,22.22239
-200.0,200,22.323347
-200.0,200,22.426543
-200.0,200,22.528643
-200.0,200,22.627177
-200.0,200,22.734793
-200.0,200,22.840807
-200.0,200,22.945268
-200.0,200,23.051623
-200.0,200,23.160529
-200.0,200,23.263597
-200.0,200,23.369476
-200.0,200,23.475005
-200.0,200,23.58291
-200.0,200,23.687785
-200.0,200,23.795524
-200.0,200,23.90062
-200.0,200,24.00583
-200.0,200,24.107687
-200.0,200,24.231357
-200.0,200,24.348577
-200.0,200,24.455642
-200.0,200,24.558934
-200.0,200,24.665452
-200.0,200,24.777586
-200.0,200,24.879505
-200.0,200,24.993662
-200.0,200,25.099422
-200.0,200,25.206472
-200.0,200,25.313473
-200.0,200,25.41823
-200.0,200,25.522818
-200.0,200,25.624626
-200.0,200,25.733732
-200.0,200,25.842617
-200.0,200,25.960958
-200.0,200,26.067709
-200.0,200,26.172695
