#{"t_start": 1748400595.5884337, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.011491
-200.0,200,0.020934
-200.0,200,0.030282
-200.0,200,0.039646
-200.0,200,0.048953
-200.0,200,0.127151
-200.0,200,0.207725
-200.0,200,0.286658
-200.0,200,0.384536
-200.0,200,0.461615
-200.0,200,0.555556
-200.0,200,0.642103
-200.0,200,0.716946
-200.0,200,0.795507
-200.0,200,0.872525
-200.0,200,0.951419
-200.0,200,1.03033
-200.0,200,1.105276
-200.0,200,1.185435
-200.0,200,1.26728
-200.0,200,1.350668
-200.0,200,1.432512
-200.0,200,1.516419
-200.0,200,1.596938
-200.0,200,1.680647
-200.0,200,1.766655
-200.0,200,1.850336
-200.0,200,1.936557
-200.0,200,2.022028
-200.0,200,2.106957
-200.0,200,2.192584
-200.0,200,2.277754
-200.0,200,2.362017
-200.0,200,2.44558
-200.0,200,2.525373
-200.0,200,2.611516
-200.0,200,2.697139
-200.0,200,2.781057
-200.0,200,2.867761
-200.0,200,2.952466
-200.0,200,3.040495
-200.0,200,3.128493
-200.0,200,3.213544
-200.0,200,3.306561
-200.0,200,3.393055
-200.0,200,3.478135
-200.0,200,3.564668
-200.0,200,3.648731
-200.0,200,3.736668
-200.0,200,3.841328
-200.0,200,3.932352
-200.0,200,4.019381
-200.0,200,4.120851
-200.0,200,4.209322
-200.0,200,4.309108
-200.0,200,4.422387
-200.0,200,4.525192
-200.0,200,4.61282
-200.0,200,4.7049
-200.0,200,4.796146
-200.0,200,4.889677
-200.0,200,4.988271
-200.0,200,5.079908
-200.0,200,5.184181
-200.0,200,5.28113
-200.0,200,5.374923
-200.0,200,5.465291
-200.0,200,5.560366
-200.0,200,5.654014
-200.0,200,5.749434
-200.0,200,5.854021
-200.0,200,5.949291
-200.0,200,6.042124
-200.0,200,6.134247
-200.0,200,6.231305
-200.0,200,6.326042
-200.0,200,6.418064
-200.0,200,6.512167
-200.0,200,6.607142
-200.0,200,6.702419
-200.0,200,6.799498
-200.0,200,6.89572
-200.0,200,6.988935
-200.0,200,7.085816
-200.0,200,7.180488
-200.0,200,7.277343
-200.0,200,7.372679
-200.0,200,7.46907
-200.0,200,7.566597
-200.0,200,7.666331
-200.0,200,7.763744
-200.0,200,7.858275
-200.0,200,7.962983
-200.0,200,8.075685
-200.0,200,8.172756
-200.0,200,8.266326
-200.0,200,8.360021
-200.0,200,8.455518
-200.0,200,8.548897
-200.0,200,8.643489
-194.0,194,8.740985
-200.0,200,8.834999
-200.0,200,8.935339
-200.0,200,9.03507
-200.0,200,9.143983
-200.0,200,9.243396
-200.0,200,9.342721
-200.0,200,9.445392
-200.0,200,9.543387
-200.0,200,9.640599
-200.0,200,9.737756
-200.0,200,9.836727
-200.0,200,9.935458
-200.0,200,10.03635
-200.0,200,10.142242
-200.0,200,10.240215
-200.0,200,10.338456
-200.0,200,10.4347
-200.0,200,10.529653
-200.0,200,10.627356
-200.0,200,10.729659
-200.0,200,10.834021
-200.0,200,10.965718
-200.0,200,11.06951
-200.0,200,11.171492
-200.0,200,11.270093
-200.0,200,11.368794
-200.0,200,11.466801
-200.0,200,11.560324
-200.0,200,11.66035
-200.0,200,11.76211
-200.0,200,11.86161
-200.0,200,11.961577
-200.0,200,12.059665
-200.0,200,12.159956
-200.0,200,12.262672
-200.0,200,12.36721
-200.0,200,12.468288
-200.0,200,12.608193
-200.0,200,12.708149
-200.0,200,12.824236
-200.0,200,12.941839
-200.0,200,13.060585
-200.0,200,13.16856
-200.0,200,13.270448
-200.0,200,13.373851
-200.0,200,13.482809
-200.0,200,13.586625
-200.0,200,13.688824
-200.0,200,13.79768
-200.0,200,13.907013
-200.0,200,14.011876
-200.0,200,14.125381
-200.0,200,14.231949
-200.0,200,14.335897
-200.0,200,14.440793
-200.0,200,14.544771
-200.0,200,14.650572
-200.0,200,14.756916
-200.0,200,14.859898
-200.0,200,14.960778
-200.0,200,15.065574
-200.0,200,15.17285
-200.0,200,15.279919
-200.0,200,15.38744
-200.0,200,15.495096
-200.0,200,15.600312
-200.0,200,15.706583
-200.0,200,15.814726
-200.0,200,15.92013
-200.0,200,16.024947
-200.0,200,16.158064
-200.0,200,16.267577
-200.0,200,16.369544
-200.0,200,16.487726
-200.0,200,16.595385
-200.0,200,16.70196
-200.0,200,16.806957
-200.0,200,16.91212
-200.0,200,17.017892
-200.0,200,17.127014
-200.0,200,17.233188
-200.0,200,17.338824
-200.0,200,17.449984
-200.0,200,17.555874
-200.0,200,17.664638
-200.0,200,17.7705
-200.0,200,17.875263
-200.0,200,17.981699
-200.0,200,18.088939
-200.0,200,18.194265
-200.0,200,18.298654
-200.0,200,18.404956
-200.0,200,18.51206
-200.0,200,18.621131
-200.0,200,18.724987
-200.0,200,18.831074
-200.0,200,18.939492
-200.0,200,19.054104
-200.0,200,19.159774
-200.0,200,19.27164
-200.0,200,19.374754
-200.0,200,19.484078
-200.0,200,19.589676
-200.0,200,19.697652
-200.0,200,19.798901
-200.0,200,19.900752
-200.0,200,20.005204
-200.0,200,20.11172
-200.0,200,20.217602
-200.0,200,20.320332
-200.0,200,20.426516
-200.0,200,20.532651
-200.0,200,20.634639
-200.0,200,20.737553
-200.0,200,20.845793
-200.0,200,20.950083
-200.0,200,21.058939
-200.0,200,21.164836
-200.0,200,21.269554
-200.0,200,21.372943
-200.0,200,21.477954
-200.0,200,21.575905
-200.0,200,21.675524
-200.0,200,21.776464
-200.0,200,21.877537
-200.0,200,21.977584
-200.0,200,22.07679
-200.0,200,22.180817
-200.0,200,22.282586
-200.0,200,22.385541
-200.0,200,22.48869
-200.0,200,22.59274
-200.0,200,22.694073
-200.0,200,22.795929
-200.0,200,22.894645
-200.0,200,22.993342
-200.0,200,23.091046
-200.0,200,23.191664
-200.0,200,23.298544
-200.0,200,23.400574
-200.0,200,23.499467
-200.0,200,23.600996
-200.0,200,23.700643
-200.0,200,23.799539
-200.0,200,23.901082
-200.0,200,24.005442
-200.0,200,24.125809
-200.0,200,24.229741
-200.0,200,24.333387
-200.0,200,24.438506
-200.0,200,24.544808
-200.0,200,24.648756
-200.0,200,24.750844
-200.0,200,24.86002
-200.0,200,24.96383
-200.0,200,25.068553
-200.0,200,25.183903
-200.0,200,25.309466
-200.0,200,25.416219
-200.0,200,25.521967
-200.0,200,25.628973
-200.0,200,25.732812
-200.0,200,25.84236
-200.0,200,25.948631
-200.0,200,26.050524
-200.0,200,26.161477
-200.0,200,26.264984
-200.0,200,26.367323
-200.0,200,26.466334
-200.0,200,26.570105
-200.0,200,26.68964
-200.0,200,26.7974
-200.0,200,26.900343
-200.0,200,27.005529
-200.0,200,27.112845
-200.0,200,27.218292
-200.0,200,27.324951
-200.0,200,27.429833
-200.0,200,27.533647
-200.0,200,27.645262
-200.0,200,27.764423
-200.0,200,27.878679
-200.0,200,27.982435
-200.0,200,28.087849
-200.0,200,28.190767
-200.0,200,28.296981
-200.0,200,28.40099
-200.0,200,28.502569
-200.0,200,28.604936
-200.0,200,28.711479
-200.0,200,28.815547
-200.0,200,28.92178
-200.0,200,29.024687
-200.0,200,29.127947
-200.0,200,29.257324
-200.0,200,29.374524
-200.0,200,29.49277
-200.0,200,29.646463
-200.0,200,29.77234
-200.0,200,29.879879
-200.0,200,29.9877
-200.0,200,30.09543
-200.0,200,30.199327
-200.0,200,30.305118
-200.0,200,30.410796
-200.0,200,30.510472
-200.0,200,30.613785
-200.0,200,30.718632
-200.0,200,30.822419
-200.0,200,30.930061
-200.0,200,31.035919
-200.0,200,31.1379
-200.0,200,31.241806
-200.0,200,31.344722
-200.0,200,31.446959
-200.0,200,31.55341
-200.0,200,31.655855
-200.0,200,31.757715
-200.0,200,31.858939
-200.0,200,31.965472
-200.0,200,32.071065
-200.0,200,32.179922
-200.0,200,32.292117
-200.0,200,32.395939
-200.0,200,32.496385
-200.0,200,32.61641
-200.0,200,32.719196
-200.0,200,32.821518
-200.0,200,32.93304
-200.0,200,33.041498
-200.0,200,33.149849
-200.0,200,33.263933
-200.0,200,33.370536
-200.0,200,33.471513
-200.0,200,33.57236
-200.0,200,33.676646
-200.0,200,33.781186
-200.0,200,33.888638
-200.0,200,33.999647
-200.0,200,34.117812
-200.0,200,34.22547
-200.0,200,34.346618
-200.0,200,34.450916
-200.0,200,34.561694
-200.0,200,34.670057
-200.0,200,34.813344
-200.0,200,34.957747
-200.0,200,35.061411
-200.0,200,35.169447
-200.0,200,35.275824
-200.0,200,35.378106
-200.0,200,35.477182
-200.0,200,35.58045
-200.0,200,35.685631
-200.0,200,35.788446
-200.0,200,35.891069
-200.0,200,35.992825
-200.0,200,36.103011
-200.0,200,36.219964
-200.0,200,36.326769
-200.0,200,36.436647
-200.0,200,36.548054
-200.0,200,36.659371
-200.0,200,36.765343
-200.0,200,36.868464
-200.0,200,36.972807
-200.0,200,37.083245
-200.0,200,37.187265
-200.0,200,37.305961
-200.0,200,37.409636
-200.0,200,37.514405
-200.0,200,37.616553
-200.0,200,37.716107
-200.0,200,37.815903
-200.0,200,37.918668
-200.0,200,38.043839
-200.0,200,38.147581
-200.0,200,38.270815
-200.0,200,38.371737
-200.0,200,38.473747
-200.0,200,38.581864
-200.0,200,38.693797
-200.0,200,38.79744
-200.0,200,38.921064
-200.0,200,39.025489
-200.0,200,39.127738
-200.0,200,39.229789
-200.0,200,39.347178
-200.0,200,39.451671
-200.0,200,39.557836
-200.0,200,39.66321
-200.0,200,39.772797
-200.0,200,39.887662
-200.0,200,39.990784
-200.0,200,40.096057
-200.0,200,40.202918
-200.0,200,40.303619
-200.0,200,40.428514
-200.0,200,40.556089
-200.0,200,40.657818
-200.0,200,40.773641
-200.0,200,40.903038
-200.0,200,41.010504
-200.0,200,41.114599
-200.0,200,41.218969
-200.0,200,41.318181
-200.0,200,41.4189
-200.0,200,41.519626
-200.0,200,41.625712
-200.0,200,41.727181
-200.0,200,41.832278
-200.0,200,41.953079
-200.0,200,42.053983
-200.0,200,42.160662
-200.0,200,42.26637
-200.0,200,42.370457
-200.0,200,42.471482
-200.0,200,42.571994
-200.0,200,42.679349
-200.0,200,42.787535
-200.0,200,42.890015
-200.0,200,43.001029
-200.0,200,43.110376
-200.0,200,43.218323
-200.0,200,43.332385
-200.0,200,43.447793
-200.0,200,43.551204
-200.0,200,43.658165
-200.0,200,43.787107
-200.0,200,43.901683
-200.0,200,44.003049
-200.0,200,44.109315
-200.0,200,44.211699
-200.0,200,44.312787
-200.0,200,44.414702
-200.0,200,44.516291
-200.0,200,44.622848
-200.0,200,44.727903
-200.0,200,44.828678
-200.0,200,44.931243
-200.0,200,45.042166
-200.0,200,45.145473
-200.0,200,45.25095
-200.0,200,45.357154
-200.0,200,45.486028
-200.0,200,45.591926
-200.0,200,45.698062
-200.0,200,45.809809
-200.0,200,45.931937
-200.0,200,46.03694
-200.0,200,46.144089
-200.0,200,46.247721
-200.0,200,46.366661
-200.0,200,46.470568
-200.0,200,46.571652
-200.0,200,46.682585
-200.0,200,46.786002
-200.0,200,46.890556
-200.0,200,46.998081
-200.0,200,47.111779
-200.0,200,47.231642
-200.0,200,47.35476
-200.0,200,47.475789
-200.0,200,47.580425
-200.0,200,47.682793
-200.0,200,47.783337
-200.0,200,47.886933
-200.0,200,47.988801
-200.0,200,48.089611
-200.0,200,48.191445
-200.0,200,48.294829
-200.0,200,48.400109
-200.0,200,48.507926
-200.0,200,48.61544
-200.0,200,48.720832
-200.0,200,48.825394
-200.0,200,48.943605
-200.0,200,49.048036
-200.0,200,49.152451
-200.0,200,49.293197
-200.0,200,49.398532
-200.0,200,49.501172
-200.0,200,49.605041
-200.0,200,49.708992
-200.0,200,49.813408
-200.0,200,49.918345
-200.0,200,50.022677
-200.0,200,50.126616
-200.0,200,50.228398
-200.0,200,50.351328
-200.0,200,50.467309
-200.0,200,50.574831
-200.0,200,50.679962
-200.0,200,50.791777
-200.0,200,50.897568
-200.0,200,51.011502
-200.0,200,51.130479
-200.0,200,51.235455
-200.0,200,51.341756
-200.0,200,51.466489
-200.0,200,51.570753
-200.0,200,51.690222
-200.0,200,51.821633
-200.0,200,51.927888
-165.0,165,52.020608
-200.0,200,52.144425
-200.0,200,52.251941
-200.0,200,52.355113
-200.0,200,52.460203
-200.0,200,52.57148
-200.0,200,52.677646
-200.0,200,52.778733
-200.0,200,52.881716
-200.0,200,52.985671
-200.0,200,53.09019
-200.0,200,53.193827
-200.0,200,53.293408
-200.0,200,53.393167
-200.0,200,53.493392
-200.0,200,53.59644
-200.0,200,53.698635
-200.0,200,53.802199
-200.0,200,53.903413
-200.0,200,54.004432
-200.0,200,54.108763
-200.0,200,54.210591
-200.0,200,54.310294
-200.0,200,54.414694
-200.0,200,54.518082
-200.0,200,54.624821
-200.0,200,54.729945
-200.0,200,54.833578
-200.0,200,54.938492
-200.0,200,55.041922
-200.0,200,55.146609
-200.0,200,55.24993
-200.0,200,55.352538
-200.0,200,55.453138
-200.0,200,55.557272
-200.0,200,55.66622
-200.0,200,55.771323
-200.0,200,55.873008
-200.0,200,55.980106
-200.0,200,56.088484
-200.0,200,56.199805
-200.0,200,56.310959
-200.0,200,56.41833
-200.0,200,56.538413
-200.0,200,56.63895
-200.0,200,56.746423
-200.0,200,56.846455
-200.0,200,56.952718
-200.0,200,57.055892
-200.0,200,57.156492
-200.0,200,57.257515
-200.0,200,57.357549
-200.0,200,57.46145
-200.0,200,57.564089
-200.0,200,57.665761
-200.0,200,57.770986
-200.0,200,57.873815
-200.0,200,57.979357
-200.0,200,58.079602
-200.0,200,58.183837
-200.0,200,58.287674
-200.0,200,58.390516
-200.0,200,58.496095
-200.0,200,58.601445
-200.0,200,58.702906
-200.0,200,58.808133
-200.0,200,58.90855
-200.0,200,59.012015
-200.0,200,59.11413
-200.0,200,59.212346
-200.0,200,59.315149
-200.0,200,59.417988
-200.0,200,59.52263
-200.0,200,59.629247
-200.0,200,59.756339
-200.0,200,59.868868
-200.0,200,59.979227
-200.0,200,60.085523
-200.0,200,60.202636
-200.0,200,60.309312
-200.0,200,60.416367
-200.0,200,60.520726
-200.0,200,60.628044
-200.0,200,60.733563
-200.0,200,60.841713
-200.0,200,60.961452
-200.0,200,61.082326
-200.0,200,61.194242
-200.0,200,61.309176
-200.0,200,61.456764
-200.0,200,61.567477
-200.0,200,61.671796
-200.0,200,61.777041
-200.0,200,61.880087
-200.0,200,61.988883
-200.0,200,62.095819
-200.0,200,62.195973
-200.0,200,62.301428
-200.0,200,62.40647
-200.0,200,62.511662
-200.0,200,62.629969
-200.0,200,62.759883
-200.0,200,62.864647
-200.0,200,62.969254
-200.0,200,63.090329
-200.0,200,63.19608
-200.0,200,63.300817
-200.0,200,63.407713
-200.0,200,63.509435
-200.0,200,63.613686
-200.0,200,63.71576
-200.0,200,63.815955
-200.0,200,63.917392
-200.0,200,64.018741
-200.0,200,64.119118
-200.0,200,64.223102
-200.0,200,64.324446
-200.0,200,64.427083
-200.0,200,64.529969
-200.0,200,64.634187
-200.0,200,64.736974
-200.0,200,64.842691
-200.0,200,64.946975
-200.0,200,65.054818
-200.0,200,65.156315
-200.0,200,65.261093
-200.0,200,65.398318
-200.0,200,65.530833
-200.0,200,65.634121
-200.0,200,65.769999
-200.0,200,65.871271
-200.0,200,65.975964
-200.0,200,66.081139
-200.0,200,66.18311
-200.0,200,66.287454
-200.0,200,66.407533
-200.0,200,66.533971
-200.0,200,66.640562
-200.0,200,66.752506
-200.0,200,66.860262
-200.0,200,66.964675
-200.0,200,67.064322
-200.0,200,67.169147
-200.0,200,67.269438
-200.0,200,67.371098
-200.0,200,67.489879
-200.0,200,67.594639
-164.0,164,67.678004
-200.0,200,67.78016
-200.0,200,67.884764
-200.0,200,67.988496
-200.0,200,68.093486
-200.0,200,68.199963
-200.0,200,68.304385
-200.0,200,68.40698
-180.0,180,68.503206
-200.0,200,68.606492
-185.0,185,68.703067
-200.0,200,68.808039
-200.0,200,68.909869
-200.0,200,69.019347
-200.0,200,69.124883
-200.0,200,69.242983
-200.0,200,69.35272
-200.0,200,69.473284
-200.0,200,69.580305
-200.0,200,69.68388
-200.0,200,69.786918
-200.0,200,69.897367
-200.0,200,70.019963
-200.0,200,70.125501
-200.0,200,70.225792
-200.0,200,70.330318
-200.0,200,70.438824
-200.0,200,70.544364
