#{"t_start": 1748397639.8699167, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.012013
-200.0,200,0.021854
-200.0,200,0.031484
-200.0,200,0.041226
-200.0,200,0.050881
-200.0,200,0.138376
-200.0,200,0.215188
-200.0,200,0.29378
-200.0,200,0.372068
-200.0,200,0.451286
-200.0,200,0.590432
-200.0,200,0.686805
-200.0,200,0.77072
-200.0,200,0.852248
-200.0,200,0.96231
-200.0,200,1.058683
-200.0,200,1.157372
-200.0,200,1.242079
-200.0,200,1.331669
-200.0,200,1.43869
-200.0,200,1.543086
-200.0,200,1.638412
-200.0,200,1.733962
-200.0,200,1.822502
-200.0,200,1.91365
-200.0,200,2.003427
-200.0,200,2.13425
-200.0,200,2.228312
-200.0,200,2.317801
-200.0,200,2.411685
-200.0,200,2.515063
-200.0,200,2.602687
-200.0,200,2.708042
-200.0,200,2.816869
-200.0,200,2.918487
-200.0,200,3.010962
-200.0,200,3.106345
-200.0,200,3.199553
-200.0,200,3.295601
-200.0,200,3.386993
-200.0,200,3.488513
-200.0,200,3.584363
-200.0,200,3.679918
-200.0,200,3.77775
-200.0,200,3.876381
-200.0,200,3.982111
-200.0,200,4.087814
-200.0,200,4.180539
-200.0,200,4.274585
-200.0,200,4.369792
-200.0,200,4.482057
-200.0,200,4.580405
-200.0,200,4.687635
-200.0,200,4.798095
-200.0,200,4.895962
-200.0,200,4.999604
-200.0,200,5.121404
-200.0,200,5.223717
-200.0,200,5.320459
-200.0,200,5.418604
-200.0,200,5.516279
-200.0,200,5.610892
-200.0,200,5.718221
-200.0,200,5.834304
-200.0,200,5.937276
-200.0,200,6.034368
-200.0,200,6.134592
-200.0,200,6.238044
-200.0,200,6.334623
-200.0,200,6.432598
-200.0,200,6.547446
-200.0,200,6.657089
-200.0,200,6.764407
-200.0,200,6.881415
-200.0,200,6.995794
-200.0,200,7.102551
-200.0,200,7.212484
-200.0,200,7.335764
-200.0,200,7.442239
-200.0,200,7.540653
-200.0,200,7.663813
-200.0,200,7.778675
-200.0,200,7.888507
-200.0,200,8.001241
-200.0,200,8.11246
-200.0,200,8.214599
-200.0,200,8.318933
-200.0,200,8.430876
