#{"t_start": 1748398468.7654548, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.012939
-200.0,200,0.022252
-200.0,200,0.031688
-200.0,200,0.041051
-200.0,200,0.050364
-200.0,200,0.131081
-200.0,200,0.209998
-200.0,200,0.286461
-200.0,200,0.364985
-200.0,200,0.446301
-200.0,200,0.528627
-200.0,200,0.608154
-200.0,200,0.685343
-200.0,200,0.766305
-200.0,200,0.857317
-200.0,200,0.942229
-200.0,200,1.022684
-200.0,200,1.115816
-200.0,200,1.209383
-200.0,200,1.305015
-200.0,200,1.387574
-200.0,200,1.471181
-200.0,200,1.554717
-200.0,200,1.648827
-200.0,200,1.750724
-200.0,200,1.834822
-200.0,200,1.92238
-200.0,200,2.009925
-200.0,200,2.095262
-200.0,200,2.184689
-200.0,200,2.279085
-200.0,200,2.36591
-200.0,200,2.451934
-200.0,200,2.554278
-200.0,200,2.643651
-200.0,200,2.729224
-200.0,200,2.816953
-200.0,200,2.901999
-200.0,200,2.99427
-200.0,200,3.085432
-200.0,200,3.196996
-200.0,200,3.28429
-200.0,200,3.369203
-200.0,200,3.454036
-200.0,200,3.53996
-200.0,200,3.628619
-200.0,200,3.717227
-200.0,200,3.804045
-200.0,200,3.893098
-200.0,200,4.007404
-200.0,200,4.099047
-200.0,200,4.189255
-200.0,200,4.280297
-200.0,200,4.367131
-200.0,200,4.456135
-200.0,200,4.559924
-200.0,200,4.651216
-200.0,200,4.743773
-200.0,200,4.83472
-200.0,200,4.925891
-200.0,200,5.02267
-200.0,200,5.114379
-200.0,200,5.202552
-200.0,200,5.295496
-200.0,200,5.382259
-200.0,200,5.473927
-200.0,200,5.563652
-200.0,200,5.655035
-200.0,200,5.748448
-200.0,200,5.838708
-200.0,200,5.9357
-200.0,200,6.027366
-200.0,200,6.119071
-200.0,200,6.209945
-200.0,200,6.306189
-200.0,200,6.400342
-200.0,200,6.495329
-200.0,200,6.601699
-200.0,200,6.698029
-200.0,200,6.794325
-200.0,200,6.886193
-200.0,200,6.97538
-200.0,200,7.077197
-200.0,200,7.171858
-200.0,200,7.271211
-200.0,200,7.368612
