Episodio,Q-learning,Q-learning_std,Sarsa (1-step),Sarsa (1-step)_std,Sarsa (8-step),Sarsa (8-step)_std,Multi-goal Q-learning,Multi-goal Q-learning_std,Multi-goal Sarsa,Multi-goal Sarsa_std
220,284.0,276.0431850272707,871.97,796.2221480843147,524.73,763.3799821189967,341.37,295.06964110189307,282.99,268.7921685987149
221,338.1,289.92997430414124,770.83,729.250492697811,488.84,764.4828542223821,307.05,306.4685750611308,306.09,286.6604644871699
222,322.55,246.9840632510528,804.09,725.4796219743185,448.1,680.0515936309539,287.28,254.91916679606499,290.99,288.7648003133346
223,309.78,294.4438004101971,888.39,703.300019835063,467.99,797.2609170779662,281.96,263.27563199050536,301.17,274.13682915653635
224,312.01,318.4556325455714,851.72,710.7180464853839,548.56,694.1459546810023,293.22,243.64078394226206,317.14,303.5851122831948
225,323.06,284.5020499047415,1069.7,788.0054504887643,422.02,580.7815248438952,290.29,284.0394794742449,316.65,284.59688596328664
226,304.46,266.41754521802807,821.99,723.6183592889278,407.74,604.3370685304684,306.62,274.9901009127419,339.07,303.82643910627655
227,293.95,286.3575518473365,779.58,667.5343763432712,428.66,604.3147229714001,283.59,303.9091013773691,301.74,279.0632766954477
228,291.63,255.82445758762,940.72,826.292648884159,566.48,851.4560643979228,298.01,240.68412889095956,312.86,274.0286123746935
229,291.31,283.3325500185251,741.14,698.0607999307797,425.97,634.0893857335889,327.0,297.2420562437287,274.81,272.4695100373619
230,297.77,286.6514208930421,968.63,774.8288411642922,442.67,586.5799528623528,273.65,278.3378298039991,279.24,275.4306126776761
231,293.15,260.9459091459377,1021.2,829.7250146886014,583.41,741.4707559304006,324.01,304.3226082630076,328.61,288.38005808307895
232,284.19,291.4531761707187,1013.58,839.581993375275,404.75,579.8323443030753,296.32,292.55699889081444,322.63,287.2178147330002
233,323.6,315.34476371108497,671.15,692.8360177560055,389.32,487.79444195275534,270.34,250.60926638893466,326.15,276.1388916831528
234,284.7,279.1805329889604,689.85,597.9017206029769,399.18,574.8468557798676,303.23,248.71674069109224,307.48,265.0150365545322
235,278.49,261.1088468436104,789.97,797.1040139781006,506.53,663.244230355606,321.58,305.1959429612392,282.21,258.9621321737987
236,314.02,300.0217985413727,889.52,738.6798424216003,365.21,631.4852697411079,284.99,256.76812477408487,303.22,249.7589069482808
237,264.1,263.8140822624903,914.27,811.717929517391,358.5,604.865034532498,259.19,244.70192868058882,288.65,283.10260948991623
238,321.76,296.2723112273572,709.3,725.0118688683656,518.81,583.2419685687923,315.23,242.67125313889153,297.02,254.50426243974772
239,333.95,277.7128508009667,902.37,827.107413278348,422.81,648.6498083712044,296.33,241.46403686677652,304.71,243.4989648848635
240,324.9,302.2125907370504,605.73,595.5460831035664,515.11,736.2503364345581,284.63,263.2190591503586,335.75,311.8772314549429
241,276.17,254.36206694395293,786.09,772.2658880851855,355.71,518.0964638945147,289.86,266.1442097810884,284.08,275.93175533091505
242,256.6,247.03275086514333,734.43,662.8839755945229,571.38,777.9630040046891,340.98,337.14204662130174,249.06,238.77993299270355
243,279.65,272.06588815946765,826.73,667.6396760978183,466.22,640.676542102175,238.77,226.59496265363006,299.38,265.1662414411005
244,287.67,255.9946895933585,975.51,764.4554335603875,411.4,556.1251298044355,279.17,231.20519263199952,300.27,285.24119109974276
245,276.42,237.2690531864617,963.83,790.1863331518713,270.54,371.0778468192354,351.28,314.5177921835265,281.34,324.625360069111
246,295.09,291.8210785738412,893.87,761.1521615945132,397.79,598.316275810712,291.53,243.9876822710524,308.78,263.3796719566641
247,256.9,206.10553122126535,843.83,782.2860353476855,384.82,526.4333648240773,255.1,240.44968288604574,289.99,241.3268113989824
248,263.49,228.7522456720371,795.09,722.9487961813064,397.22,581.3991155824026,342.7,281.0331475111077,288.95,267.6838947340688
249,285.97,293.18630442092615,850.77,711.8818701863394,419.96,703.8858134669288,275.46,252.64011637109422,291.85,261.8558525219553
250,297.86,270.90758645707945,756.1,654.2127100569049,419.31,592.0208221844904,296.87,280.0462338614822,274.38,284.69228229792253
251,305.11,256.90219520276577,981.51,810.194044596725,392.75,631.0340303818805,263.33,248.81431048072778,324.12,305.5113510166193
252,328.95,249.03025418611296,848.23,772.8282584766166,403.24,577.9028658866471,297.07,257.19954335107207,305.15,256.2155879332871
253,313.03,312.1069513804522,895.57,783.0797054578798,435.74,654.9348306511115,293.04,278.41885424661893,261.74,219.09881880101503
254,307.66,284.7792555647268,965.36,820.9046171145585,394.98,532.3152821401992,279.26,240.6149463354261,293.49,255.92766536660315
255,285.42,258.30668516319895,885.3,748.4240041580707,414.65,513.3111410246227,301.65,253.66692236079967,311.74,290.1999524465847
256,286.96,252.5393007038706,844.56,735.4244804193017,396.94,559.3317766764195,264.85,241.22849645097895,285.07,249.42414698661395
257,288.67,301.2591593628316,805.34,723.9685797049483,229.66,305.62948876049245,264.38,222.78899344446972,279.24,288.9213083176802
258,332.55,266.54550737163066,879.83,808.0231934171197,484.63,749.9292987342205,265.95,252.1736851854293,323.36,279.0025275871171
259,258.52,222.84395796161945,958.17,753.429028575353,430.45,560.0702165800283,309.63,284.7730203161809,276.22,243.12912536345783
260,296.93,277.21948903350943,851.25,841.6802881736033,392.01,577.4764323329567,243.1,240.72010717844068,327.71,313.6487301106127
261,279.78,247.49325566568484,866.48,768.040968698936,363.88,460.6572973480394,295.77,249.16042442571015,322.15,266.29965734112386
262,247.62,237.24189259066364,771.76,688.2635413851294,417.97,596.5137794720252,330.98,295.2110763504649,316.14,247.72630138925498
263,276.0,284.06633028220716,989.75,885.5561119996858,266.44,466.5879835572279,262.11,247.0271602476132,279.93,258.684721427455
264,276.36,303.46754422837375,795.86,676.2542128519423,366.65,657.2840386773438,260.13,258.32838229664196,318.37,274.3861751254972
265,274.06,256.8518179807183,803.15,682.2440087681239,459.86,720.3520253320593,251.99,231.04174925757465,270.3,219.39532811798887
266,298.0,281.37789536493443,835.23,728.2860956382458,418.62,616.7844806737602,289.89,283.00522592348005,277.6,238.56194164199786
267,302.3,260.7009205967636,925.58,813.537462935789,410.12,574.2160791897071,265.17,268.49570033801285,291.92,269.4050734488867
268,272.35,275.04331931533983,913.73,829.0539530694006,390.97,537.5859085764803,276.08,293.4100775365427,272.14,240.34292250865218
269,296.11,277.18253534449104,850.85,786.1849194050976,565.77,762.7862591185029,332.45,275.55258572548365,253.43,229.9867063549543
270,276.13,260.36161986744514,846.38,742.6301741782377,452.55,608.7176254224943,309.62,271.2069239529109,298.92,261.9890715278024
271,265.13,278.62435841110516,805.77,750.5894197895411,474.95,750.2893891692727,321.89,291.4631673127842,309.39,280.8045546283037
272,298.4,256.99361859781646,913.26,784.3939905430177,412.92,553.9416337485384,328.26,297.5627201112398,244.31,263.35074311647577
273,269.15,234.5424641722688,842.9,834.5256676699642,359.7,489.15845081118647,310.72,266.40559603732055,301.81,279.7436932264962
274,296.57,254.442577215371,844.92,688.6171168363446,474.24,669.6606173279118,280.78,235.37721130134923,264.61,270.24499606838236
275,288.93,253.08869018587131,929.37,822.6552577477397,299.4,455.8597152633692,247.74,224.71753914636923,176.36,156.0851383059899
276,260.25,253.50670109486256,903.49,752.2143776211674,354.72,569.4113816916553,273.62,246.73989462589955,299.22,268.91696041715176
277,293.8,252.49594056142763,802.74,751.7182799426923,411.0,588.9994567060313,301.61,247.64195504800878,285.96,254.116190747461
278,277.63,250.86273756777825,1004.16,835.0438278318089,431.79,626.8265038270159,265.24,258.7351588014277,282.6,255.4887864466854
279,285.21,261.6574208769933,892.58,791.5851966781593,340.74,481.7329886980961,286.8,297.6378672145062,274.29,227.03093599771816
280,278.01,225.75533194146274,927.48,817.1301791024486,308.77,479.5630272445949,228.84,205.39993768256116,277.09,251.4635597855085
281,268.47,257.0732368411772,747.15,698.2386178807355,330.22,485.3472278688732,282.89,250.92504438576873,305.32,251.6496723621948
282,280.79,265.7941419595248,802.65,692.4487616423324,415.27,577.0620738707405,213.26,205.65469214194943,235.15,241.75393998857598
283,256.06,210.75677070974498,936.16,705.274821895692,419.4,631.1250113883935,309.32,268.57747038796833,272.2,255.81067217768697
284,312.85,285.5224115546798,927.4,745.0045368989373,441.96,648.7596923360758,247.51,242.12061023382543,279.33,327.41643376593055
285,237.66,217.613704531677,883.86,779.6752916438996,405.69,617.8616138748222,273.21,221.65754194252,237.6,216.4935564860995
286,309.33,286.4555482094909,994.79,846.8203740463498,323.8,516.9408283353135,239.3,236.15895070905108,314.82,285.82467983013646
287,249.52,226.3948974690022,859.48,701.5131428562119,341.53,592.7998727226583,270.03,227.1910849923474,232.04,210.76626485279846
288,275.73,239.61209714870407,904.82,825.1277280518452,302.79,482.18478397809275,282.55,262.26121996970886,254.19,227.3841109224652
289,247.09,223.86505287784428,944.16,850.1675684240138,443.68,731.0630052191124,274.26,218.04474861825958,250.49,240.03880915385332
290,304.56,273.3154704732244,823.35,651.7132862693533,394.76,687.1799345149713,292.86,243.99204987048242,249.8,236.1976291159588
291,271.44,266.20388126396654,811.19,727.6627198778291,352.93,549.4472723565019,248.04,254.66990085206382,259.28,233.17941933198136
292,290.65,274.46170497903705,864.3,772.1810603737962,416.78,781.00066043506,328.27,285.8657676252964,269.58,228.26849016016203
293,291.82,231.13755125465875,879.34,858.8194131480727,412.21,530.2247880852044,286.06,248.7497063314849,273.56,250.74498280125172
294,232.12,232.8011288632424,928.25,802.1168540181661,431.29,664.828162685667,282.32,244.57382852627543,262.88,250.31389414093658
295,299.13,243.86064278599775,923.65,758.9785290111965,384.85,548.3930228403714,241.91,215.05041711189492,318.55,258.7850990687061
296,271.7,268.15486197345,962.01,755.3024890068881,412.22,680.8201169178242,265.85,208.51399833104722,266.85,230.78389783518256
297,258.04,237.1436661604101,849.36,687.6910428382793,240.44,363.0740508491346,204.42,211.75137213250827,293.88,261.984590386534
298,282.75,224.73830892840678,828.16,729.8806028385739,354.56,579.5583546115092,274.36,258.7690677032322,211.19,238.55555726077725
299,294.18,251.21601780141324,806.38,787.5229619509514,341.26,618.9648717011329,220.49,226.62530728054185,266.45,254.0496162169902
300,281.96,281.8710315019974,831.57,874.201775964794,414.74,646.2226647216888,283.53,214.10868525120597,245.87,214.10976881029976
301,321.87,287.9671736500534,718.15,611.6101106914438,422.29,688.029567605928,282.64,234.7588345515457,290.31,254.9027930407983
302,247.67,209.49997875894883,808.46,757.9600836455703,391.49,581.6858171728102,287.02,274.9773437939933,288.19,255.8662422047895
303,221.75,245.36745403577876,960.16,795.3119352807427,423.53,709.9688507955824,281.04,294.58998353644006,259.4,236.91032058565958
304,265.01,255.70136859234842,922.71,772.5623249291931,338.61,446.80959915829914,275.94,249.5675387545423,226.63,194.64298882826475
305,308.22,254.12806141786075,967.17,783.6223842514964,344.13,506.00242400605157,264.87,238.4032992640832,263.54,233.4967417331557
306,252.24,213.6470041914934,873.72,775.3357476603281,393.74,526.0715658539247,254.02,220.64537067430172,236.21,230.4014016884446
307,282.97,277.42679953457986,866.81,777.2186139690685,413.39,631.757895004091,281.69,240.83461939679688,313.28,237.42106393494242
308,258.59,259.25717328552355,886.38,796.5273225696654,368.89,537.3538851632135,252.98,247.49949414089718,250.95,193.70505285097752
309,253.43,227.96149916159087,867.12,772.7629685744523,409.84,597.314518825719,270.91,274.50978470721225,252.13,235.01172970726378
310,308.18,266.86443674644994,784.53,725.5256364181765,466.99,708.9436013534505,214.11,196.69020794132075,284.88,266.7795074588751
311,234.33,250.48161828765,880.12,799.5827071666821,326.6,737.1740907004257,244.46,236.03738771643788,257.45,216.82206414477295
312,256.56,233.8613401141796,806.44,688.4653850412527,433.61,620.8340502098768,251.63,219.95948058676623,247.33,236.52522296786867
313,258.49,237.8453066596018,920.08,737.5214258582594,287.2,473.8429275614441,228.46,223.82544180677942,260.18,250.09331778358256
314,215.39,181.97400336311773,846.07,812.3050443644923,355.11,521.0347569020709,220.09,204.69226145606976,258.25,243.35091431921927
315,281.57,247.0031681983047,817.46,748.8455036921833,377.34,601.7966636663915,266.02,234.88724869604997,277.61,242.8801718955255
316,263.62,272.37319177922046,814.14,698.6821168457084,328.82,498.9337507124571,304.4,282.53704181929834,248.61,241.3477944792535
317,278.25,241.50782078433815,876.34,808.6168093726473,439.78,548.4521233435057,200.22,208.64144267139255,243.07,213.7174889895537
318,254.3,281.0908571974549,912.8,847.0883306952118,342.2,477.11849681185055,227.69,198.03205270864612,240.43,216.61949381346088
319,279.03,234.1181520087667,869.49,722.7058806319484,358.47,560.7904859214358,227.85,203.03765044936853,277.71,233.90140209070998
320,287.69,269.6057378840443,850.97,826.1233740186753,363.82,492.6514869560428,267.58,259.505344068287,245.85,213.11759078030136
321,248.75,244.35254756191924,799.02,680.2932159003203,392.55,577.0060203325437,256.74,226.21523467706595,284.39,251.22475574672174
322,291.62,266.8237538151353,974.64,809.1656631370365,325.6,502.2913497164768,318.01,289.3383657588464,261.88,204.94522585315326
323,275.29,239.7124650492753,833.16,739.2215326950374,412.64,629.5503874988881,232.9,190.60584985776273,279.18,238.08424475382657
324,204.89,171.53436361265926,820.66,679.5636867873386,296.88,540.7982485178737,287.57,227.51049448322163,199.07,189.8721282863812
325,289.86,251.4134849207576,880.78,766.7236474767163,395.06,672.0817929389249,255.33,236.96177138939518,235.11,230.14512356337252
326,246.91,216.75733413197355,940.3,838.285410823784,369.05,583.5053962903855,235.56,247.66833951880088,245.97,217.30091831375216
327,256.44,224.44622162112685,703.22,726.2776683886129,288.12,434.96517745677085,275.19,240.76763466047512,274.94,222.29776517095257
328,283.17,243.8255956621454,874.27,804.120598604463,402.57,517.4080064127343,268.75,228.462179583405,280.44,260.46068110177396
329,259.65,235.24010606187028,921.01,806.9275617426881,315.23,469.27499091683967,234.5,207.55266801465118,254.43,215.5231892395804
330,257.71,243.94455497100157,893.95,736.6635918110791,403.92,615.7636020422124,274.74,230.47406014560514,273.36,242.74634992106476
331,234.52,224.43767419931973,889.81,758.173274324544,404.37,539.3459679092817,237.66,241.91396073811038,265.5,267.92836729245374
332,231.8,213.28159789348913,709.17,759.9087452451117,359.18,602.9643501899594,255.35,228.99883733329295,261.98,258.4473246137402
333,230.81,250.60948485641956,822.92,807.5069867190006,306.74,537.7162378057781,262.01,231.44733720654466,231.66,214.1792342875471
334,250.02,240.8460495835462,824.11,623.2855668953036,318.75,535.3259637828153,244.99,238.38252851247302,218.81,206.3060200285004
335,260.6,271.02789524327557,860.34,827.5276094487725,273.56,480.72995163605106,227.97,215.5222705429766,241.04,216.7188002919913
336,259.87,248.44937733872473,770.71,694.721660739033,395.61,591.0321800883603,238.67,219.64617251388654,273.83,248.5985138732732
337,275.45,243.7752807402752,917.57,753.4472278136009,352.43,459.5106583094672,273.9,208.28247645925467,222.91,230.18440846417025
338,262.48,236.67950819621035,925.63,856.4233258733674,399.86,596.5519762770048,242.21,244.53839350907657,275.59,229.2430193048417
339,239.2,193.3841772224398,750.89,672.9875911931811,339.3,552.7097520398929,243.28,218.0884261028081,251.22,234.23443726318303
340,219.51,226.26725326480627,932.76,888.7221063977198,352.04,488.7693100021727,223.93,198.96860330212908,280.88,248.05565020777092
341,253.81,233.28110489278814,837.47,768.3586201117288,428.61,558.370806812104,256.39,237.87059065802987,245.73,233.7995660817188
342,243.06,233.45170035791128,755.71,761.2277753077591,453.84,646.3080646255313,278.44,273.84270375527626,263.98,213.31263347490696
343,204.71,209.54576087337108,891.01,866.1366923875237,412.73,559.1653217966937,252.33,219.94035805190455,279.43,247.3563120278114
344,280.89,235.7521535426559,810.98,722.8390551153142,315.08,474.13231655309056,252.52,218.08023661028983,230.03,213.00903525437602
345,244.98,233.86803885952435,855.36,768.0547834627422,530.28,788.4030578327306,243.75,212.30428045614153,225.64,228.77104362222076
346,251.11,242.87222546022016,900.72,813.8522234410865,384.82,661.5596175704802,227.75,223.60896113528187,244.89,245.25716686775945
347,243.09,201.68223000552126,886.27,715.5684293622799,446.91,652.4983386185745,268.23,243.70530790280296,279.47,275.3329785913776
348,207.1,226.42926047664417,851.76,847.2693564622764,389.4,597.5018326331729,243.27,243.0880027891134,279.37,254.81497817043643
349,253.22,233.3327915231805,913.92,846.2325883585435,328.76,445.40467262928445,234.6,223.40094001592732,268.28,256.2336855294401
350,228.9,231.59082451599846,738.07,710.8158025114521,368.72,598.5210285361744,248.77,250.62441441328102,229.65,250.1766725736034
351,227.67,175.97341020733788,916.09,708.3743515260841,421.95,663.2484809632058,248.06,241.5260159899964,295.53,270.5169663810387
352,225.1,197.5038986956966,779.85,713.1600574204922,339.42,510.4895724694089,260.62,254.547275766212,261.44,218.82451051013456
353,277.05,266.3418620870553,927.39,867.1113641857081,348.68,441.6488623329624,257.99,217.21968119855072,245.77,233.45632803588762
354,243.79,258.4669532067881,815.76,786.8250138372572,392.88,577.8333372175751,242.98,207.57610556130973,256.66,227.17381979444724
355,234.75,216.80905769824287,807.59,746.4412112819068,308.53,439.43321346935073,230.15,199.3693243706263,264.58,225.90649304524206
356,252.22,223.30658655758458,859.78,717.5112205394424,394.32,544.9768963910306,214.13,232.84933562284436,263.16,252.70277877379976
357,193.19,216.63834817501728,947.89,784.8286678632477,298.85,427.57245877160994,240.31,232.61933260157028,220.19,205.57376753856508
358,268.58,227.80944580943085,959.75,889.072565935987,283.16,400.0199675016237,235.49,218.53857760130134,248.05,217.20379255436595
359,236.18,221.77079970095255,723.31,697.7407067815378,270.43,420.43604162821237,260.1,240.18286783199164,266.76,246.44951288245633
360,202.05,186.11896061390416,770.54,664.5660602227591,476.9,661.8562306120567,238.98,196.26150819760863,231.52,227.6833538052354
361,223.07,182.82949734657146,779.41,669.498380804614,291.53,488.0770524210292,240.7,240.4410322719482,289.74,247.36869729211898
362,235.32,255.30216920347544,915.37,747.8646221743612,371.44,492.70730297002905,277.84,240.02998646002538,190.27,199.07485300760615
363,249.12,263.63832346606966,1084.61,816.8047856740312,280.72,471.935272680481,222.96,231.8899273362256,237.65,219.93173372662702
364,225.95,201.71417277920762,978.17,822.5734989045052,380.35,495.5972634105237,264.38,254.34566164965347,232.82,237.21131423269003
365,233.81,228.74630904126084,832.57,815.4853923277841,392.01,510.6009889336291,252.28,257.83956562172534,216.08,237.12160087178893
366,260.83,252.1369490971127,768.32,710.699175178922,343.11,506.5697167221902,215.33,235.03068118864832,231.32,200.5977507351466
367,260.29,230.6405122696357,860.4,763.0096591787023,302.83,484.2310616843988,220.9,204.27200003916337,269.16,231.90686578883344
368,239.55,231.85600596059624,853.51,714.535352449408,423.5,632.4168008520962,239.58,208.05754876956522,233.91,237.00397021991006
369,246.88,237.90671617253687,830.78,731.5779053525332,326.65,492.09294599699365,215.87,200.99784352077015,201.73,159.28112600054033
370,239.58,230.36645502329546,898.43,767.9703933746404,305.13,543.1024517528898,296.02,229.3522609437282,254.06,210.04803355423255
371,210.84,206.70900899573778,889.75,760.2984989463021,384.05,579.848521167382,241.1,203.07922099515747,247.72,223.4171470590384
372,216.49,214.59461759326587,840.16,676.5483533347783,420.93,580.8460769429369,257.94,218.245770634851,262.22,248.1914817232856
373,244.36,213.9249176697282,817.83,644.6734996104619,367.5,559.4064801197784,235.19,235.3063405435561,224.0,219.43071799545294
374,197.08,185.0578655448074,720.64,675.2816082198597,339.67,452.4469483817965,275.04,262.9758133365119,197.38,213.02294618186093
375,239.97,222.07446746530766,765.55,767.7300355593757,381.51,567.0034125999596,216.33,191.81011730354584,253.63,223.30314171547158
376,198.13,195.28382703132382,866.79,833.6775910986213,405.43,615.9848740837715,211.89,207.13367157466215,248.38,227.06786562611626
377,260.65,250.59809955384736,951.97,784.5270352894157,274.93,411.8693544074384,228.46,212.534252298306,221.42,206.3810640538516
378,246.29,227.42459387673975,859.44,710.2424419872415,346.11,508.9311524165129,273.64,241.7371101010351,215.08,189.15034655003936
379,219.12,206.99411972324236,862.99,819.93579620602,359.24,542.9856557958047,240.95,235.7434357516663,218.91,218.5014002243464
380,266.98,276.06767213855375,941.23,768.2233770850769,326.27,515.7036524012603,197.5,193.17942437019528,235.42,201.29824539722145
381,212.87,206.71897131129495,980.72,888.3472640808887,373.72,570.8920577482228,215.95,225.43750242583872,212.7,206.57465962697364
382,243.36,208.8302430204974,856.66,773.1381664359868,397.17,550.0227459842001,281.05,268.89568144542596,208.82,211.68501978175027
383,220.35,219.54550211744254,963.89,783.5078033434,332.59,520.5288098655059,183.6,152.97751468761678,245.18,217.10948298036172
384,241.45,206.88805547928575,1039.66,922.526717445083,290.77,472.6524485285145,243.43,246.87289259860017,195.44,205.02099014491176
385,229.77,213.08988033222036,717.85,748.1019098358191,274.59,411.71106604025107,224.86,224.9060701715274,208.79,209.19069267058703
386,246.16,209.49872171447726,924.66,871.0010473013224,319.13,491.09134903803783,222.78,220.22804453565854,288.71,266.0455335088337
387,227.02,217.63625525173882,1051.12,844.6319705054977,335.56,556.5613949960957,225.31,214.79230409863382,257.35,233.53292594407324
388,250.28,202.3806354372868,848.22,721.0199245513262,354.74,590.0126374917745,213.25,217.08382597512878,281.76,246.87855799967718
389,257.53,227.2049495499603,920.43,860.7171458150465,349.32,444.7362112533677,240.98,191.1756250153246,204.85,183.7179019584101
390,255.78,234.62389392387124,806.51,789.1258770943961,286.58,492.80781609061347,223.35,235.3189059553014,221.97,213.2143735773928
391,226.2,247.95443129736566,989.88,895.9293418568229,324.14,531.2364072614001,248.43,215.59926971119359,221.17,203.90247938659303
392,246.22,226.3551006714891,976.24,879.4442576991448,311.76,456.52638740821976,216.27,195.0135305562155,229.09,202.94497259109426
393,219.87,202.27103870796725,723.21,657.2108230240887,334.76,612.6155420816549,200.27,176.54528342609441,235.2,250.52065783084637
394,227.62,197.33219605528134,882.34,695.5904717576283,284.05,496.3776057599697,215.13,220.48712683510573,247.46,217.8171903225271
395,216.69,193.4713257824011,828.88,694.3717632507819,379.1,606.9733354934136,247.45,242.36313147836657,229.88,216.8313298395783
396,240.79,208.069521795,886.16,704.6534427645975,319.93,478.83070609558865,210.43,236.85971607683737,210.06,200.5383664040375
397,196.13,202.7061249691286,761.46,693.7782991705637,369.18,479.5564279623411,213.53,210.31074413828696,265.92,243.00241480281625
398,233.54,227.07793463918944,858.99,840.5895965927725,316.47,453.8446089797697,251.1,219.0422561972917,248.76,220.69916719371642
399,245.3,200.62011364766002,871.25,793.0579975638605,333.91,563.7476047842688,251.33,218.76919595774902,233.08,236.89072079758634
400,198.56,224.60540153789714,810.7,732.3197184290482,316.2,461.88033082173996,203.25,191.59652267199422,220.82,200.3341398763576
401,210.5,202.1167237019243,846.93,867.0035438797238,284.27,419.0932081291702,232.87,219.43243402013297,215.36,198.383039597643
402,247.79,233.16566192301985,853.52,796.570894271188,395.0,581.9737279293628,235.82,194.9625287074416,253.9,238.4392794822195
403,209.48,210.2392199376701,818.54,790.1892990923127,278.73,403.85192471993986,225.91,206.34767238813234,218.62,196.55695256082907
404,237.45,207.56422500035984,818.42,750.0158688987852,453.15,675.1558246064384,233.08,201.3492329262766,239.67,218.57621348170525
405,208.87,208.70427187769783,852.01,663.9705640312678,318.97,495.9005233915366,238.48,221.78798344364824,248.81,234.9903272477401
406,216.77,180.39273017502674,781.77,795.1560834829852,279.64,473.12756250296803,190.01,203.4272594811226,255.78,234.69621130303744
407,205.36,193.6091692043535,859.63,778.9644363512368,263.54,401.80931845839524,241.68,193.77723705327207,217.22,182.12043158305988
408,212.9,203.0261805777767,1022.59,820.4353002522503,378.65,594.009972559384,234.52,207.9492957429768,250.34,232.92136956492416
409,226.02,225.30920886639328,847.47,733.5580747970812,308.29,469.5832896302848,224.33,201.83458846292922,244.14,221.38021682164828
410,234.57,211.45568117220213,801.97,774.6009870249329,283.36,447.4722007007809,216.66,196.78461423597125,212.03,206.84300592478345
411,249.56,221.3169365412417,897.64,777.745389185947,444.49,647.8676330084719,215.35,192.0058006936249,234.0,190.94287103738648
412,207.0,231.21146165361267,1045.07,836.035062123593,417.62,652.139705584624,210.92,204.9341689421264,228.77,200.61360148305
413,219.88,227.87010685914908,982.88,746.236963437218,311.5,457.6479760689432,227.05,210.68936256963715,207.51,190.53983809167048
414,254.21,198.217824375105,968.52,805.6745804603743,318.7,561.9312324475299,177.77,160.15991102644878,218.58,232.60632751496686
415,239.09,206.0860545985584,845.34,718.6138214646305,313.79,517.0051120637008,205.17,170.61348451983505,232.36,213.0524123308628
416,231.49,214.3972712046494,859.49,773.2342658599656,248.81,412.00055084914624,177.95,184.87105641500514,212.39,211.9500835102454
417,220.02,222.20152924766288,797.56,801.6141505737035,325.66,505.97024062685745,233.48,223.22555767653486,261.13,218.15827534155102
418,204.15,184.19279980498695,811.44,716.7996835936801,292.83,521.1596311112364,235.73,226.6289855689249,220.45,190.63270312304763
419,236.3,205.70000000000005,871.83,838.0554880793993,358.31,530.7442075991031,216.97,216.4046420481779,245.42,206.98913884549594
420,173.58,179.42119049878139,882.81,706.9339105602447,421.96,702.9895293672589,207.3,196.61991252159586,225.64,241.77032572257502
421,236.54,239.80456292572924,832.64,690.667554182184,362.82,507.7684783442155,195.17,178.61332845003477,227.87,234.56886643371922
422,198.9,179.05057944614416,910.22,719.1726299018893,375.57,588.6667691487263,223.85,197.45365912031102,214.85,193.92175612859938
423,182.12,181.5429580016807,875.58,804.7393140638775,315.85,460.87701993047995,220.22,194.59766596750333,224.45,201.3479761507426
424,228.88,233.82186724085489,858.76,747.4647700059181,370.81,518.6891303083188,226.06,264.213126850276,268.73,246.8382812693364
425,172.36,178.64156963036348,795.14,718.6372244742126,259.57,405.68552488349894,240.86,254.50591427312648,218.84,197.44329413783595
426,220.12,195.74433733827402,887.06,708.8179994892906,311.54,535.8522262713855,203.58,177.97326653180244,190.13,190.84987057894483
427,192.39,158.32352288905145,863.49,708.4872828075321,295.32,577.4940671556722,214.6,242.2842958179502,235.78,198.27171154756292
428,264.57,226.74365503801866,904.26,771.4506804715389,288.93,394.8649453927253,232.23,226.962193107134,213.82,234.92885646510095
429,235.84,217.89060190838887,939.06,749.23873124659,294.84,393.160087496175,190.18,176.4837318281773,233.27,221.42004674374
430,187.17,180.98414599074695,875.39,881.3246835871556,361.25,587.1230258642562,214.15,228.57083694119854,242.81,223.18963663216985
431,230.31,215.22317231190513,742.37,619.0820406860466,257.16,452.4492174819181,216.04,218.04792684178403,188.01,187.6259840747011
432,243.66,245.93687076158383,823.88,715.019430225501,381.11,532.6043164489,215.99,200.1638076676201,222.87,216.2845650988531
433,241.09,213.75710958936543,890.1,752.7971506322269,301.22,456.2077724020055,222.73,197.94932962755894,227.36,207.75112611006472
434,179.43,190.63935873790598,836.03,690.8260483652884,361.51,585.3035023814567,215.48,211.91953567333056,184.42,172.57497964652936
435,243.85,208.75087424966625,931.76,823.7696658654042,325.4,496.3716954057716,222.9,205.54714787610163,212.39,199.27452897949607
436,227.77,231.58488098319373,855.61,733.6366661365827,320.34,491.27487662203936,253.2,210.5755446389728,213.65,218.42176517004893
437,213.39,205.036089262354,834.79,765.6199487343574,294.47,442.01353949850915,218.36,203.89254621000742,181.89,180.73842397232525
438,183.55,184.95623130892355,935.98,815.16446168856,232.87,396.24302277768885,213.42,218.30378741561037,208.83,194.4191376896832
439,247.32,222.15917176655125,867.56,708.7112009838706,299.83,487.69968330930874,208.73,191.77751979833297,229.37,227.84177207000482
440,194.99,192.6879080274629,912.02,722.7901352398219,269.3,383.34335783993953,208.78,200.90871459446453,180.52,185.27134047121268
441,182.85,166.90784133766746,848.85,824.853640047736,269.7,429.95905619023756,236.78,237.49385592052695,238.42,212.83604863838264
442,221.42,194.06262803538448,1059.33,845.6909725780453,357.74,590.5043034559528,205.45,218.63510125320687,234.61,233.95905175906321
443,239.97,219.74095908592005,964.81,843.1378736007537,265.31,455.3789783246477,210.34,200.72400055798008,251.59,221.79112222990344
